nu_cm1,R_obs,R_model_best,weight
2031.15700000,0.17442855,0.17784954,1.00000000
2031.64000000,0.17417872,0.17785149,1.00000000
2032.12200000,0.17444397,0.17785343,1.00000000
2032.60400000,0.17446857,0.17785537,1.00000000
2033.08600000,0.17469244,0.17785732,1.00000000
2033.56800000,0.17489034,0.17785926,1.00000000
2034.05000000,0.17469191,0.17786121,1.00000000
2034.53200000,0.17494762,0.17786316,1.00000000
2035.01400000,0.17509446,0.17786511,1.00000000
2035.49700000,0.17494138,0.17786707,1.00000000
2035.97900000,0.17514832,0.17786902,1.00000000
2036.46100000,0.17543350,0.17787098,1.00000000
2036.94300000,0.17552349,0.17787294,1.00000000
2037.42500000,0.17539988,0.17787489,1.00000000
2037.90700000,0.17550900,0.17787685,1.00000000
2038.38900000,0.17582947,0.17787882,1.00000000
2038.87100000,0.17580807,0.17788078,1.00000000
2039.35400000,0.17596405,0.17788275,1.00000000
2039.83600000,0.17599300,0.17788472,1.00000000
2040.31800000,0.17608978,0.17788668,1.00000000
2040.80000000,0.17617928,0.17788865,1.00000000
2041.28200000,0.17619423,0.17789062,1.00000000
2041.76400000,0.17636906,0.17789260,1.00000000
2042.24600000,0.17645785,0.17789457,1.00000000
2042.72800000,0.17656619,0.17789655,1.00000000
2043.21000000,0.17667455,0.17789852,1.00000000
2043.69300000,0.17646067,0.17790051,1.00000000
2044.17500000,0.17676578,0.17790249,1.00000000
2044.65700000,0.17700965,0.17790447,1.00000000
2045.13900000,0.17696319,0.17790645,1.00000000
2045.62100000,0.17705165,0.17790844,1.00000000
2046.10300000,0.17695345,0.17791042,1.00000000
2046.58500000,0.17731372,0.17791241,1.00000000
2047.06700000,0.17698760,0.17791440,1.00000000
2047.55000000,0.17739034,0.17791640,1.00000000
2048.03200000,0.17728950,0.17791839,1.00000000
2048.51400000,0.17737339,0.17792038,1.00000000
2048.99600000,0.17741643,0.17792238,1.00000000
2049.47800000,0.17756662,0.17792438,1.00000000
2049.96000000,0.17760658,0.17792637,1.00000000
2050.44200000,0.17762962,0.17792838,1.00000000
2050.92400000,0.17761417,0.17793038,1.00000000
2051.40600000,0.17781834,0.17793238,1.00000000
2051.88900000,0.17764010,0.17793439,1.00000000
2052.37100000,0.17792773,0.17793640,1.00000000
2052.85300000,0.17781987,0.17793840,1.00000000
2053.33500000,0.17802779,0.17794041,1.00000000
2053.81700000,0.17799451,0.17794242,1.00000000
2054.29900000,0.17792455,0.17794444,1.00000000
2054.78100000,0.17827758,0.17794645,1.00000000
2055.26300000,0.17829212,0.17794847,1.00000000
2055.74600000,0.17830359,0.17795049,1.00000000
2056.22800000,0.17848589,0.17795250,1.00000000
2056.71000000,0.17856775,0.17795452,1.00000000
2057.19200000,0.17851300,0.17795655,1.00000000
2057.67400000,0.17846571,0.17795857,1.00000000
2058.15600000,0.17872373,0.17796059,1.00000000
2058.63800000,0.17872294,0.17796262,1.00000000
2059.12000000,0.17873076,0.17796465,1.00000000
2059.60300000,0.17869365,0.17796668,1.00000000
2060.08400000,0.17873255,0.17796871,1.00000000
2060.56700000,0.17868018,0.17797074,1.00000000
2061.04900000,0.17895257,0.17797278,1.00000000
2061.53100000,0.17876107,0.17797481,1.00000000
2062.01300000,0.17894451,0.17797685,1.00000000
2062.49500000,0.17895830,0.17797889,1.00000000
2062.97700000,0.17888594,0.17798093,1.00000000
2063.45900000,0.17898884,0.17798297,1.00000000
2063.94100000,0.17906057,0.17798501,1.00000000
2064.42400000,0.17911352,0.17798706,1.00000000
2064.90600000,0.17920555,0.17798910,1.00000000
2065.38800000,0.17930135,0.17799115,1.00000000
2065.87000000,0.17931794,0.17799320,1.00000000
2066.35200000,0.17939807,0.17799525,1.00000000
2066.83400000,0.17938487,0.17799730,1.00000000
2067.31600000,0.17946335,0.17799935,1.00000000
2067.79800000,0.17935318,0.17800141,1.00000000
2068.28100000,0.17949143,0.17800347,1.00000000
2068.76300000,0.17953239,0.17800552,1.00000000
2069.24500000,0.17956277,0.17800758,1.00000000
2069.72700000,0.17965468,0.17800964,1.00000000
2070.20900000,0.17964206,0.17801171,1.00000000
2070.69100000,0.17954941,0.17801377,1.00000000
2071.17300000,0.17953797,0.17801583,1.00000000
2071.65500000,0.17957886,0.17801790,1.00000000
2072.13700000,0.17975825,0.17801997,1.00000000
2072.62000000,0.17960325,0.17802204,1.00000000
2073.10200000,0.17977084,0.17802411,1.00000000
2073.58400000,0.17958257,0.17802618,1.00000000
2074.06600000,0.17961269,0.17802826,1.00000000
2074.54800000,0.17961668,0.17803033,1.00000000
2075.03000000,0.17975548,0.17803241,1.00000000
2075.51200000,0.17978111,0.17803449,1.00000000
2075.99400000,0.17976898,0.17803657,1.00000000
2076.47700000,0.17970510,0.17803865,1.00000000
2076.95900000,0.17985504,0.17804074,1.00000000
2077.44100000,0.17989595,0.17804282,1.00000000
2077.92300000,0.17978522,0.17804490,1.00000000
2078.40500000,0.17974066,0.17804699,1.00000000
2078.88700000,0.17985134,0.17804908,1.00000000
2079.36900000,0.17979280,0.17805117,1.00000000
2079.85100000,0.17992595,0.17805326,1.00000000
2080.33300000,0.17979256,0.17805535,1.00000000
2080.81600000,0.17962242,0.17805745,1.00000000
2081.29800000,0.17972895,0.17805955,1.00000000
2081.78000000,0.17984032,0.17806164,1.00000000
2082.26200000,0.17968273,0.17806374,1.00000000
2082.74400000,0.17961191,0.17806584,1.00000000
2083.22600000,0.17975855,0.17806794,1.00000000
2083.70800000,0.17976257,0.17807005,1.00000000
2084.19000000,0.17987155,0.17807215,1.00000000
2084.67300000,0.17955436,0.17807426,1.00000000
2085.15500000,0.17973192,0.17807637,1.00000000
2085.63700000,0.17961999,0.17807848,1.00000000
2086.11900000,0.17947156,0.17808059,1.00000000
2086.60100000,0.17959258,0.17808270,1.00000000
2087.08300000,0.17956315,0.17808481,1.00000000
2087.56500000,0.17946637,0.17808693,1.00000000
2088.04700000,0.17968417,0.17808904,1.00000000
2088.53000000,0.17944940,0.17809117,1.00000000
2089.01100000,0.17962425,0.17809328,1.00000000
2089.49400000,0.17944316,0.17809540,1.00000000
2089.97600000,0.17958888,0.17809753,1.00000000
2090.45800000,0.17954854,0.17809965,1.00000000
2090.94000000,0.17935789,0.17810177,1.00000000
2091.42200000,0.17937327,0.17810390,1.00000000
2091.90400000,0.17926749,0.17810603,1.00000000
2092.38600000,0.17949609,0.17810816,1.00000000
2092.86800000,0.17937714,0.17811029,1.00000000
2093.35100000,0.17927038,0.17811242,1.00000000
2093.83300000,0.17917551,0.17811456,1.00000000
2094.31500000,0.17897706,0.17811669,1.00000000
2094.79700000,0.17923608,0.17811883,1.00000000
2095.27900000,0.17926298,0.17812097,1.00000000
2095.76100000,0.17908129,0.17812310,1.00000000
2096.24300000,0.17937157,0.17812524,1.00000000
2096.72500000,0.17898904,0.17812739,1.00000000
2097.20800000,0.17903696,0.17812953,1.00000000
2097.69000000,0.17910321,0.17813168,1.00000000
2098.17200000,0.17882413,0.17813382,1.00000000
2098.65400000,0.17892986,0.17813597,1.00000000
2099.13600000,0.17893115,0.17813812,1.00000000
2099.61800000,0.17880618,0.17814027,1.00000000
2100.10000000,0.17866956,0.17814242,1.00000000
2100.58200000,0.17872815,0.17814458,1.00000000
2101.06400000,0.17880803,0.17814673,1.00000000
2101.54700000,0.17843098,0.17814889,1.00000000
2102.02900000,0.17866419,0.17815105,1.00000000
2102.51100000,0.17840562,0.17815321,1.00000000
2102.99300000,0.17836907,0.17815537,1.00000000
2103.47500000,0.17837517,0.17815753,1.00000000
2103.95700000,0.17828180,0.17815969,1.00000000
2104.43900000,0.17834886,0.17816186,1.00000000
2104.92100000,0.17822036,0.17816402,1.00000000
2105.40400000,0.17813405,0.17816620,1.00000000
2105.88600000,0.17815946,0.17816837,1.00000000
2106.36800000,0.17799430,0.17817054,1.00000000
2106.85000000,0.17807084,0.17817271,1.00000000
2107.33200000,0.17801135,0.17817488,1.00000000
2107.81400000,0.17777602,0.17817705,1.00000000
2108.29600000,0.17782237,0.17817923,1.00000000
2108.77800000,0.17788512,0.17818141,1.00000000
2109.26000000,0.17761093,0.17818359,1.00000000
2109.74300000,0.17771882,0.17818577,1.00000000
2110.22500000,0.17756686,0.17818795,1.00000000
2110.70700000,0.17750030,0.17819013,1.00000000
2111.18900000,0.17751068,0.17819232,1.00000000
2111.67100000,0.17746390,0.17819450,1.00000000
2112.15300000,0.17743638,0.17819669,1.00000000
2112.63500000,0.17739882,0.17819888,1.00000000
2113.11700000,0.17720963,0.17820107,1.00000000
2113.60000000,0.17719373,0.17820327,1.00000000
2114.08200000,0.17699212,0.17820546,1.00000000
2114.56400000,0.17705948,0.17820765,1.00000000
2115.04600000,0.17690950,0.17820985,1.00000000
2115.52800000,0.17681749,0.17821205,1.00000000
2116.01000000,0.17660665,0.17821424,1.00000000
2116.49200000,0.17656465,0.17821644,1.00000000
2116.97400000,0.17665837,0.17821864,1.00000000
2117.45700000,0.17664166,0.17822085,1.00000000
2117.93800000,0.17650993,0.17822305,1.00000000
2118.42100000,0.17626605,0.17822526,1.00000000
2118.90300000,0.17638282,0.17822747,1.00000000
2119.38500000,0.17625417,0.17822967,1.00000000
2119.86700000,0.17604409,0.17823188,1.00000000
2120.34900000,0.17607812,0.17823409,1.00000000
2120.83100000,0.17605170,0.17823631,1.00000000
2121.31300000,0.17576276,0.17823852,1.00000000
2121.79500000,0.17574904,0.17824073,1.00000000
2122.27800000,0.17584420,0.17824296,1.00000000
2122.76000000,0.17580653,0.17824517,1.00000000
2123.24200000,0.17566424,0.17824739,1.00000000
2123.72400000,0.17553917,0.17824961,1.00000000
2124.20600000,0.17544673,0.17825183,1.00000000
2124.68800000,0.17548742,0.17825406,1.00000000
2125.17000000,0.17535481,0.17825628,1.00000000
2125.65200000,0.17535554,0.17825851,1.00000000
2126.13500000,0.17519604,0.17826074,1.00000000
2126.61700000,0.17521355,0.17826297,1.00000000
2127.09900000,0.17516577,0.17826520,1.00000000
2127.58100000,0.17516599,0.17826743,1.00000000
2128.06300000,0.17499443,0.17826966,1.00000000
2128.54500000,0.17496940,0.17827190,1.00000000
2129.02700000,0.17484120,0.17827413,1.00000000
2129.50900000,0.17471477,0.17827637,1.00000000
2129.99100000,0.17465506,0.17827861,1.00000000
2130.47400000,0.17448121,0.17828085,1.00000000
2130.95600000,0.17435645,0.17828309,1.00000000
2131.43800000,0.17413892,0.17828533,1.00000000
2131.92000000,0.17424277,0.17828758,1.00000000
2132.40200000,0.17410132,0.17828982,1.00000000
2132.88400000,0.17392576,0.17829207,1.00000000
2133.36600000,0.17408137,0.17829432,1.00000000
2133.84800000,0.17395815,0.17829657,1.00000000
2134.33100000,0.17368630,0.17829882,1.00000000
2134.81300000,0.17356228,0.17830107,1.00000000
2135.29500000,0.17360389,0.17830333,1.00000000
2135.77700000,0.17347895,0.17830558,1.00000000
2136.25900000,0.17341834,0.17830784,1.00000000
2136.74100000,0.17326888,0.17831009,1.00000000
2137.22300000,0.17339745,0.17831235,1.00000000
2137.70500000,0.17304788,0.17831461,1.00000000
2138.18800000,0.17309508,0.17831688,1.00000000
2138.67000000,0.17292827,0.17831914,1.00000000
2139.15200000,0.17278633,0.17832140,1.00000000
2139.63400000,0.17272890,0.17832367,1.00000000
2140.11600000,0.17272018,0.17832594,1.00000000
2140.59800000,0.17259081,0.17832820,1.00000000
2141.08000000,0.17244342,0.17833047,1.00000000
2141.56200000,0.17243035,0.17833274,1.00000000
2142.04400000,0.17239036,0.17833502,1.00000000
2142.52700000,0.17233627,0.17833729,1.00000000
2143.00900000,0.17222889,0.17833957,1.00000000
2143.49100000,0.17196879,0.17834185,1.00000000
2143.97300000,0.17208537,0.17834412,1.00000000
2144.45500000,0.17203753,0.17834640,1.00000000
2144.93700000,0.17187556,0.17834868,1.00000000
2145.41900000,0.17188197,0.17835096,1.00000000
2145.90100000,0.17169614,0.17835325,1.00000000
2146.38400000,0.17157541,0.17835553,1.00000000
2146.86500000,0.17128948,0.17835782,1.00000000
2147.34800000,0.17162718,0.17836011,1.00000000
2147.83000000,0.17145580,0.17836240,1.00000000
2148.31200000,0.17130508,0.17836468,1.00000000
2148.79400000,0.17119122,0.17836698,1.00000000
2149.27600000,0.17114478,0.17836927,1.00000000
2149.75800000,0.17124883,0.17837156,1.00000000
2150.24000000,0.17108212,0.17837386,1.00000000
2150.72200000,0.17108829,0.17837615,1.00000000
2151.20500000,0.17086619,0.17837845,1.00000000
2151.68700000,0.17080577,0.17838075,1.00000000
2152.16900000,0.17084158,0.17838305,1.00000000
2152.65100000,0.17082413,0.17838535,1.00000000
2153.13300000,0.17060114,0.17838766,1.00000000
2153.61500000,0.17073895,0.17838996,1.00000000
2154.09700000,0.17053728,0.17839227,1.00000000
2154.57900000,0.17073168,0.17839457,1.00000000
2155.06200000,0.17026144,0.17839689,1.00000000
2155.54400000,0.17034665,0.17839920,1.00000000
2156.02600000,0.17008764,0.17840151,1.00000000
2156.50800000,0.17008017,0.17840382,1.00000000
2156.99000000,0.17007552,0.17840613,1.00000000
2157.47200000,0.16993732,0.17840845,1.00000000
2157.95400000,0.16980445,0.17841076,1.00000000
2158.43600000,0.16977507,0.17841308,1.00000000
2158.91800000,0.16973565,0.17841540,1.00000000
2159.40100000,0.16953389,0.17841772,1.00000000
2159.88300000,0.16952279,0.17842004,1.00000000
2160.36500000,0.16969451,0.17842237,1.00000000
2160.84700000,0.16969946,0.17842469,1.00000000
2161.32900000,0.16916330,0.17842701,1.00000000
2161.81100000,0.16939464,0.17842934,1.00000000
2162.29300000,0.16927113,0.17843167,1.00000000
2162.77500000,0.16906773,0.17843400,1.00000000
2163.25800000,0.16895760,0.17843633,1.00000000
2163.74000000,0.16905304,0.17843866,1.00000000
2164.22200000,0.16906154,0.17844100,1.00000000
2164.70400000,0.16896836,0.17844333,1.00000000
2165.18600000,0.16888147,0.17844567,1.00000000
2165.66800000,0.16883360,0.17844800,1.00000000
2166.15000000,0.16880896,0.17845034,1.00000000
2166.63200000,0.16866306,0.17845268,1.00000000
2167.11500000,0.16846391,0.17845503,1.00000000
2167.59700000,0.16850013,0.17845737,1.00000000
2168.07900000,0.16836672,0.17845971,1.00000000
2168.56100000,0.16816477,0.17846206,1.00000000
2169.04300000,0.16835449,0.17846440,1.00000000
2169.52500000,0.16820441,0.17846675,1.00000000
2170.00700000,0.16808587,0.17846910,1.00000000
2170.48900000,0.16808849,0.17847145,1.00000000
2170.97100000,0.16803171,0.17847380,1.00000000
2171.45400000,0.16811759,0.17847616,1.00000000
2171.93600000,0.16792316,0.17847851,1.00000000
2172.41800000,0.16790302,0.17848087,1.00000000
2172.90000000,0.16804624,0.17848322,1.00000000
2173.38200000,0.16792187,0.17848558,1.00000000
2173.86400000,0.16789007,0.17848794,1.00000000
2174.34600000,0.16810374,0.17849030,1.00000000
2174.82800000,0.16785318,0.17849266,1.00000000
2175.31100000,0.16773262,0.17849503,1.00000000
2175.79200000,0.16781757,0.17849739,1.00000000
2176.27500000,0.16778143,0.17849976,1.00000000
2176.75700000,0.16752946,0.17850212,1.00000000
2177.23900000,0.16770749,0.17850449,1.00000000
2177.72100000,0.16755930,0.17850686,1.00000000
2178.20300000,0.16742085,0.17850923,1.00000000
2178.68500000,0.16743530,0.17851160,1.00000000
2179.16700000,0.16736115,0.17851398,1.00000000
2179.64900000,0.16738309,0.17851635,1.00000000
2180.13200000,0.16712066,0.17851873,1.00000000
2180.61400000,0.16720121,0.17852111,1.00000000
2181.09600000,0.16708988,0.17852349,1.00000000
2181.57800000,0.16708627,0.17852587,1.00000000
2182.06000000,0.16726305,0.17852825,1.00000000
2182.54200000,0.16699474,0.17853063,1.00000000
2183.02400000,0.16697304,0.17853301,1.00000000
2183.50600000,0.16711712,0.17853540,1.00000000
2183.98900000,0.16702564,0.17853779,1.00000000
2184.47100000,0.16713770,0.17854017,1.00000000
2184.95300000,0.16711198,0.17854256,1.00000000
2185.43500000,0.16679671,0.17854495,1.00000000
2185.91700000,0.16693848,0.17854734,1.00000000
2186.39900000,0.16698454,0.17854973,1.00000000
2186.88100000,0.16673987,0.17855213,1.00000000
2187.36300000,0.16683312,0.17855452,1.00000000
2187.84500000,0.16688096,0.17855692,1.00000000
2188.32800000,0.16680439,0.17855932,1.00000000
2188.81000000,0.16668514,0.17856172,1.00000000
2189.29200000,0.16687042,0.17856412,1.00000000
2189.77400000,0.16659322,0.17856652,1.00000000
2190.25600000,0.16682698,0.17856892,1.00000000
2190.73800000,0.16662897,0.17857133,1.00000000
2191.22000000,0.16679861,0.17857373,1.00000000
2191.70200000,0.16663431,0.17857614,1.00000000
2192.18500000,0.16659176,0.17857855,1.00000000
2192.66700000,0.16655924,0.17858096,1.00000000
2193.14900000,0.16677978,0.17858337,1.00000000
2193.63100000,0.16656004,0.17858578,1.00000000
2194.11300000,0.16662353,0.17858819,1.00000000
2194.59500000,0.16669847,0.17859060,1.00000000
2195.07700000,0.16666339,0.17859302,1.00000000
2195.55900000,0.16657882,0.17859543,1.00000000
2196.04200000,0.16658037,0.17859786,1.00000000
2196.52400000,0.16678081,0.17860028,1.00000000
2197.00600000,0.16669901,0.17860270,1.00000000
2197.48800000,0.16666514,0.17860512,1.00000000
2197.97000000,0.16670142,0.17860754,1.00000000
2198.45200000,0.16676593,0.17860996,1.00000000
2198.93400000,0.16659527,0.17861239,1.00000000
2199.41600000,0.16671917,0.17861481,1.00000000
2199.89800000,0.16669446,0.17861724,1.00000000
2200.38100000,0.16672906,0.17861967,1.00000000
2200.86300000,0.16651410,0.17862210,1.00000000
2201.34500000,0.16672796,0.17862454,1.00000000
2201.82700000,0.16674176,0.17862697,1.00000000
2202.30900000,0.16669318,0.17862940,1.00000000
2202.79100000,0.16655522,0.17863184,1.00000000
2203.27300000,0.16658222,0.17863427,1.00000000
2203.75500000,0.16654911,0.17863671,1.00000000
2204.23800000,0.16657576,0.17863915,1.00000000
2204.71900000,0.16663813,0.17864159,1.00000000
2205.20200000,0.16667555,0.17864403,1.00000000
2205.68400000,0.16653571,0.17864648,1.00000000
2206.16600000,0.16671206,0.17864892,1.00000000
2206.64800000,0.16673125,0.17865136,1.00000000
2207.13000000,0.16665902,0.17865381,1.00000000
2207.61200000,0.16681696,0.17865626,1.00000000
2208.09400000,0.16686731,0.17865871,1.00000000
2208.57600000,0.16678556,0.17866115,1.00000000
2209.05900000,0.16697152,0.17866361,1.00000000
2209.54100000,0.16671169,0.17866606,1.00000000
2210.02300000,0.16692213,0.17866852,1.00000000
2210.50500000,0.16697744,0.17867097,1.00000000
2210.98700000,0.16712188,0.17867343,1.00000000
2211.46900000,0.16685911,0.17867588,1.00000000
2211.95100000,0.16714274,0.17867834,1.00000000
2212.43300000,0.16719247,0.17868080,1.00000000
2212.91600000,0.16712017,0.17868327,1.00000000
2213.39800000,0.16702533,0.17868573,1.00000000
2213.88000000,0.16725517,0.17868819,1.00000000
2214.36200000,0.16736811,0.17869066,1.00000000
2214.84400000,0.16717261,0.17869312,1.00000000
2215.32600000,0.16717682,0.17869559,1.00000000
2215.80800000,0.16735206,0.17869806,1.00000000
2216.29000000,0.16746246,0.17870053,1.00000000
2216.77200000,0.16723811,0.17870300,1.00000000
2217.25500000,0.16738074,0.17870547,1.00000000
2217.73700000,0.16762155,0.17870795,1.00000000
2218.21900000,0.16756323,0.17871042,1.00000000
2218.70100000,0.16759314,0.17871290,1.00000000
2219.18300000,0.16775568,0.17871537,1.00000000
2219.66500000,0.16765445,0.17871785,1.00000000
2220.14700000,0.16782116,0.17872033,1.00000000
2220.62900000,0.16781494,0.17872281,1.00000000
2221.11200000,0.16767563,0.17872530,1.00000000
2221.59400000,0.16773520,0.17872778,1.00000000
2222.07600000,0.16806325,0.17873026,1.00000000
2222.55800000,0.16781304,0.17873275,1.00000000
2223.04000000,0.16801673,0.17873523,1.00000000
2223.52200000,0.16807337,0.17873772,1.00000000
2224.00400000,0.16809358,0.17874021,1.00000000
2224.48600000,0.16816346,0.17874270,1.00000000
2224.96900000,0.16819445,0.17874520,1.00000000
2225.45100000,0.16836212,0.17874769,1.00000000
2225.93300000,0.16823345,0.17875018,1.00000000
2226.41500000,0.16845124,0.17875268,1.00000000
2226.89700000,0.16829096,0.17875517,1.00000000
2227.37900000,0.16851905,0.17875767,1.00000000
2227.86100000,0.16868906,0.17876017,1.00000000
2228.34300000,0.16856598,0.17876267,1.00000000
2228.82500000,0.16854149,0.17876517,1.00000000
2229.30800000,0.16875641,0.17876767,1.00000000
2229.79000000,0.16879744,0.17877018,1.00000000
2230.27200000,0.16891841,0.17877268,1.00000000
2230.75400000,0.16898681,0.17877519,1.00000000
2231.23600000,0.16909836,0.17877769,1.00000000
2231.71800000,0.16899301,0.17878020,1.00000000
2232.20000000,0.16905148,0.17878271,1.00000000
2232.68200000,0.16909274,0.17878522,1.00000000
2233.16500000,0.16896709,0.17878774,1.00000000
2233.64600000,0.16939583,0.17879025,1.00000000
2234.12900000,0.16948312,0.17879277,1.00000000
2234.61100000,0.16915646,0.17879528,1.00000000
2235.09300000,0.16960536,0.17879780,1.00000000
2235.57500000,0.16963792,0.17880031,1.00000000
2236.05700000,0.16965145,0.17880283,1.00000000
2236.53900000,0.16978155,0.17880535,1.00000000
2237.02100000,0.16988457,0.17880787,1.00000000
2237.50300000,0.16999369,0.17881040,1.00000000
2237.98600000,0.17005427,0.17881292,1.00000000
2238.46800000,0.16994146,0.17881545,1.00000000
2238.95000000,0.17029183,0.17881797,1.00000000
2239.43200000,0.17021007,0.17882050,1.00000000
2239.91400000,0.17030217,0.17882303,1.00000000
2240.39600000,0.17045412,0.17882556,1.00000000
2240.87800000,0.17056325,0.17882809,1.00000000
2241.36000000,0.17041135,0.17883062,1.00000000
2241.84300000,0.17046407,0.17883316,1.00000000
2242.32500000,0.17084666,0.17883569,1.00000000
2242.80700000,0.17077229,0.17883823,1.00000000
2243.28900000,0.17098752,0.17884077,1.00000000
2243.77100000,0.17096557,0.17884330,1.00000000
2244.25300000,0.17119994,0.17884584,1.00000000
2244.73500000,0.17116377,0.17884838,1.00000000
2245.21700000,0.17122330,0.17885092,1.00000000
2245.69900000,0.17146181,0.17885347,1.00000000
2246.18200000,0.17139527,0.17885601,1.00000000
2246.66400000,0.17166280,0.17885856,1.00000000
2247.14600000,0.17176029,0.17886110,1.00000000
2247.62800000,0.17167457,0.17886365,1.00000000
2248.11000000,0.17198187,0.17886620,1.00000000
2248.59200000,0.17201052,0.17886875,1.00000000
2249.07400000,0.17179444,0.17887130,1.00000000
2249.55600000,0.17225694,0.17887385,1.00000000
2250.03900000,0.17232465,0.17887641,1.00000000
2250.52100000,0.17228594,0.17887896,1.00000000
2251.00300000,0.17233572,0.17888152,1.00000000
2251.48500000,0.17263315,0.17888408,1.00000000
2251.96700000,0.17266058,0.17888663,1.00000000
2252.44900000,0.17264011,0.17888919,1.00000000
2252.93100000,0.17285082,0.17889175,1.00000000
2253.41300000,0.17264182,0.17889431,1.00000000
2253.89600000,0.17283117,0.17889688,1.00000000
2254.37800000,0.17301366,0.17889944,1.00000000
2254.86000000,0.17315926,0.17890201,1.00000000
2255.34200000,0.17317823,0.17890457,1.00000000
2255.82400000,0.17322241,0.17890714,1.00000000
2256.30600000,0.17355482,0.17890971,1.00000000
2256.78800000,0.17352982,0.17891228,1.00000000
2257.27000000,0.17353113,0.17891485,1.00000000
2257.75200000,0.17370467,0.17891742,1.00000000
2258.23500000,0.17366681,0.17892000,1.00000000
2258.71700000,0.17386817,0.17892257,1.00000000
2259.19900000,0.17391593,0.17892515,1.00000000
2259.68100000,0.17391775,0.17892772,1.00000000
2260.16300000,0.17409388,0.17893030,1.00000000
2260.64500000,0.17420586,0.17893288,1.00000000
2261.12700000,0.17417983,0.17893546,1.00000000
2261.60900000,0.17442325,0.17893804,1.00000000
2262.09200000,0.17425721,0.17894063,1.00000000
2262.57300000,0.17438421,0.17894320,1.00000000
2263.05600000,0.17464824,0.17894579,1.00000000
2263.53800000,0.17471421,0.17894838,1.00000000
2264.02000000,0.17482748,0.17895096,1.00000000
2264.50200000,0.17494777,0.17895355,1.00000000
2264.98400000,0.17499380,0.17895614,1.00000000
2265.46600000,0.17511635,0.17895873,1.00000000
2265.94800000,0.17507682,0.17896132,1.00000000
2266.43000000,0.17529597,0.17896391,1.00000000
2266.91300000,0.17522062,0.17896651,1.00000000
2267.39500000,0.17570539,0.17896911,1.00000000
2267.87700000,0.17554313,0.17897170,1.00000000
2268.35900000,0.17564970,0.17897430,1.00000000
2268.84100000,0.17570531,0.17897690,1.00000000
