nu_cm1,R_clean,R_noisy
457.00000000,0.17852262,0.17852262
458.00000000,0.17654551,0.17654551
459.00000000,0.17458026,0.17458026
460.00000000,0.17262881,0.17262881
461.00000000,0.17069305,0.17069305
462.00000000,0.16877489,0.16877489
463.00000000,0.16687620,0.16687620
464.00000000,0.16499884,0.16499884
465.00000000,0.16314464,0.16314464
466.00000000,0.16131542,0.16131542
467.00000000,0.15951298,0.15951298
468.00000000,0.15773906,0.15773906
469.00000000,0.15599541,0.15599541
470.00000000,0.15428374,0.15428374
471.00000000,0.15260572,0.15260572
472.00000000,0.15096299,0.15096299
473.00000000,0.14935716,0.14935716
474.00000000,0.14778980,0.14778980
475.00000000,0.14626245,0.14626245
476.00000000,0.14477659,0.14477659
477.00000000,0.14333369,0.14333369
478.00000000,0.14193515,0.14193515
479.00000000,0.14058234,0.14058234
480.00000000,0.13927659,0.13927659
481.00000000,0.13801918,0.13801918
482.00000000,0.13681133,0.13681133
483.00000000,0.13565423,0.13565423
484.00000000,0.13454900,0.13454900
485.00000000,0.13349674,0.13349674
486.00000000,0.13249846,0.13249846
487.00000000,0.13155516,0.13155516
488.00000000,0.13066774,0.13066774
489.00000000,0.12983708,0.12983708
490.00000000,0.12906399,0.12906399
491.00000000,0.12834923,0.12834923
492.00000000,0.12769350,0.12769350
493.00000000,0.12709743,0.12709743
494.00000000,0.12656162,0.12656162
495.00000000,0.12608658,0.12608658
496.00000000,0.12567279,0.12567279
497.00000000,0.12532064,0.12532064
498.00000000,0.12503048,0.12503048
499.00000000,0.12480259,0.12480259
500.00000000,0.12463720,0.12463720
501.00000000,0.12453447,0.12453447
502.00000000,0.12449451,0.12449451
503.00000000,0.12451733,0.12451733
504.00000000,0.12460294,0.12460294
505.00000000,0.12475124,0.12475124
506.00000000,0.12496208,0.12496208
507.00000000,0.12523527,0.12523527
508.00000000,0.12557053,0.12557053
509.00000000,0.12596754,0.12596754
510.00000000,0.12642590,0.12642590
511.00000000,0.12694517,0.12694517
512.00000000,0.12752485,0.12752485
513.00000000,0.12816435,0.12816435
514.00000000,0.12886307,0.12886307
515.00000000,0.12962031,0.12962031
516.00000000,0.13043533,0.13043533
517.00000000,0.13130734,0.13130734
518.00000000,0.13223548,0.13223548
519.00000000,0.13321884,0.13321884
520.00000000,0.13425647,0.13425647
521.00000000,0.13534734,0.13534734
522.00000000,0.13649039,0.13649039
523.00000000,0.13768451,0.13768451
524.00000000,0.13892851,0.13892851
525.00000000,0.14022119,0.14022119
526.00000000,0.14156128,0.14156128
527.00000000,0.14294747,0.14294747
528.00000000,0.14437840,0.14437840
529.00000000,0.14585268,0.14585268
530.00000000,0.14736885,0.14736885
531.00000000,0.14892544,0.14892544
532.00000000,0.15052093,0.15052093
533.00000000,0.15215374,0.15215374
534.00000000,0.15382229,0.15382229
535.00000000,0.15552494,0.15552494
536.00000000,0.15726003,0.15726003
537.00000000,0.15902585,0.15902585
538.00000000,0.16082069,0.16082069
539.00000000,0.16264277,0.16264277
540.00000000,0.16449033,0.16449033
541.00000000,0.16636155,0.16636155
542.00000000,0.16825460,0.16825460
543.00000000,0.17016764,0.17016764
544.00000000,0.17209878,0.17209878
545.00000000,0.17404613,0.17404613
546.00000000,0.17600780,0.17600780
547.00000000,0.17798187,0.17798187
548.00000000,0.17996639,0.17996639
549.00000000,0.18195944,0.18195944
550.00000000,0.18395905,0.18395905
551.00000000,0.18596327,0.18596327
552.00000000,0.18797015,0.18797015
553.00000000,0.18997772,0.18997772
554.00000000,0.19198401,0.19198401
555.00000000,0.19398706,0.19398706
556.00000000,0.19598490,0.19598490
557.00000000,0.19797560,0.19797560
558.00000000,0.19995719,0.19995719
559.00000000,0.20192774,0.20192774
560.00000000,0.20388532,0.20388532
561.00000000,0.20582802,0.20582802
562.00000000,0.20775393,0.20775393
563.00000000,0.20966117,0.20966117
564.00000000,0.21154787,0.21154787
565.00000000,0.21341219,0.21341219
566.00000000,0.21525230,0.21525230
567.00000000,0.21706641,0.21706641
568.00000000,0.21885273,0.21885273
569.00000000,0.22060952,0.22060952
570.00000000,0.22233506,0.22233506
571.00000000,0.22402766,0.22402766
572.00000000,0.22568567,0.22568567
573.00000000,0.22730746,0.22730746
574.00000000,0.22889145,0.22889145
575.00000000,0.23043608,0.23043608
576.00000000,0.23193985,0.23193985
577.00000000,0.23340128,0.23340128
578.00000000,0.23481895,0.23481895
579.00000000,0.23619146,0.23619146
580.00000000,0.23751748,0.23751748
581.00000000,0.23879570,0.23879570
582.00000000,0.24002488,0.24002488
583.00000000,0.24120380,0.24120380
584.00000000,0.24233133,0.24233133
585.00000000,0.24340635,0.24340635
586.00000000,0.24442782,0.24442782
587.00000000,0.24539473,0.24539473
588.00000000,0.24630614,0.24630614
589.00000000,0.24716115,0.24716115
590.00000000,0.24795894,0.24795894
591.00000000,0.24869871,0.24869871
592.00000000,0.24937974,0.24937974
593.00000000,0.25000138,0.25000138
594.00000000,0.25056301,0.25056301
595.00000000,0.25106407,0.25106407
596.00000000,0.25150409,0.25150409
597.00000000,0.25188263,0.25188263
598.00000000,0.25219931,0.25219931
599.00000000,0.25245384,0.25245384
600.00000000,0.25264596,0.25264596
601.00000000,0.25277548,0.25277548
602.00000000,0.25284227,0.25284227
603.00000000,0.25284628,0.25284628
604.00000000,0.25278749,0.25278749
605.00000000,0.25266596,0.25266596
606.00000000,0.25248182,0.25248182
607.00000000,0.25223525,0.25223525
608.00000000,0.25192647,0.25192647
609.00000000,0.25155581,0.25155581
610.00000000,0.25112361,0.25112361
611.00000000,0.25063030,0.25063030
612.00000000,0.25007637,0.25007637
613.00000000,0.24946236,0.24946236
614.00000000,0.24878886,0.24878886
615.00000000,0.24805654,0.24805654
616.00000000,0.24726612,0.24726612
617.00000000,0.24641836,0.24641836
618.00000000,0.24551410,0.24551410
619.00000000,0.24455421,0.24455421
620.00000000,0.24353965,0.24353965
621.00000000,0.24247140,0.24247140
622.00000000,0.24135051,0.24135051
623.00000000,0.24017808,0.24017808
624.00000000,0.23895525,0.23895525
625.00000000,0.23768321,0.23768321
626.00000000,0.23636322,0.23636322
627.00000000,0.23499657,0.23499657
628.00000000,0.23358459,0.23358459
629.00000000,0.23212866,0.23212866
630.00000000,0.23063021,0.23063021
631.00000000,0.22909070,0.22909070
632.00000000,0.22751165,0.22751165
633.00000000,0.22589459,0.22589459
634.00000000,0.22424112,0.22424112
635.00000000,0.22255283,0.22255283
636.00000000,0.22083140,0.22083140
637.00000000,0.21907850,0.21907850
638.00000000,0.21729585,0.21729585
639.00000000,0.21548519,0.21548519
640.00000000,0.21364830,0.21364830
641.00000000,0.21178697,0.21178697
642.00000000,0.20990302,0.20990302
643.00000000,0.20799829,0.20799829
644.00000000,0.20607466,0.20607466
645.00000000,0.20413400,0.20413400
646.00000000,0.20217821,0.20217821
647.00000000,0.20020921,0.20020921
648.00000000,0.19822892,0.19822892
649.00000000,0.19623928,0.19623928
650.00000000,0.19424223,0.19424223
651.00000000,0.19223974,0.19223974
652.00000000,0.19023375,0.19023375
653.00000000,0.18822624,0.18822624
654.00000000,0.18621916,0.18621916
655.00000000,0.18421449,0.18421449
656.00000000,0.18221418,0.18221418
657.00000000,0.18022019,0.18022019
658.00000000,0.17823447,0.17823447
659.00000000,0.17625897,0.17625897
660.00000000,0.17429561,0.17429561
661.00000000,0.17234632,0.17234632
662.00000000,0.17041300,0.17041300
663.00000000,0.16849756,0.16849756
664.00000000,0.16660185,0.16660185
665.00000000,0.16472774,0.16472774
666.00000000,0.16287707,0.16287707
667.00000000,0.16105163,0.16105163
668.00000000,0.15925322,0.15925322
669.00000000,0.15748360,0.15748360
670.00000000,0.15574450,0.15574450
671.00000000,0.15403762,0.15403762
672.00000000,0.15236463,0.15236463
673.00000000,0.15072716,0.15072716
674.00000000,0.14912683,0.14912683
675.00000000,0.14756519,0.14756519
676.00000000,0.14604378,0.14604378
677.00000000,0.14456408,0.14456408
678.00000000,0.14312754,0.14312754
679.00000000,0.14173557,0.14173557
680.00000000,0.14038952,0.14038952
681.00000000,0.13909072,0.13909072
682.00000000,0.13784044,0.13784044
683.00000000,0.13663990,0.13663990
684.00000000,0.13549027,0.13549027
685.00000000,0.13439268,0.13439268
686.00000000,0.13334820,0.13334820
687.00000000,0.13235786,0.13235786
688.00000000,0.13142263,0.13142263
689.00000000,0.13054341,0.13054341
690.00000000,0.12972107,0.12972107
691.00000000,0.12895642,0.12895642
692.00000000,0.12825020,0.12825020
693.00000000,0.12760311,0.12760311
694.00000000,0.12701577,0.12701577
695.00000000,0.12648876,0.12648876
696.00000000,0.12602260,0.12602260
697.00000000,0.12561774,0.12561774
698.00000000,0.12527459,0.12527459
699.00000000,0.12499347,0.12499347
700.00000000,0.12477466,0.12477466
701.00000000,0.12461837,0.12461837
702.00000000,0.12452476,0.12452476
703.00000000,0.12449392,0.12449392
704.00000000,0.12452588,0.12452588
705.00000000,0.12462061,0.12462061
706.00000000,0.12477801,0.12477801
707.00000000,0.12499794,0.12499794
708.00000000,0.12528017,0.12528017
709.00000000,0.12562443,0.12562443
710.00000000,0.12603038,0.12603038
711.00000000,0.12649763,0.12649763
712.00000000,0.12702572,0.12702572
713.00000000,0.12761413,0.12761413
714.00000000,0.12826229,0.12826229
715.00000000,0.12896956,0.12896956
716.00000000,0.12973525,0.12973525
717.00000000,0.13055861,0.13055861
718.00000000,0.13143883,0.13143883
719.00000000,0.13237506,0.13237506
720.00000000,0.13336637,0.13336637
721.00000000,0.13441181,0.13441181
722.00000000,0.13551033,0.13551033
723.00000000,0.13666088,0.13666088
724.00000000,0.13786232,0.13786232
725.00000000,0.13911348,0.13911348
726.00000000,0.14041314,0.14041314
727.00000000,0.14176001,0.14176001
728.00000000,0.14315279,0.14315279
729.00000000,0.14459011,0.14459011
730.00000000,0.14607057,0.14607057
731.00000000,0.14759272,0.14759272
732.00000000,0.14915506,0.14915506
733.00000000,0.15075607,0.15075607
734.00000000,0.15239418,0.15239418
735.00000000,0.15406779,0.15406779
736.00000000,0.15577526,0.15577526
737.00000000,0.15751492,0.15751492
738.00000000,0.15928507,0.15928507
739.00000000,0.16108398,0.16108398
740.00000000,0.16290988,0.16290988
741.00000000,0.16476099,0.16476099
742.00000000,0.16663550,0.16663550
743.00000000,0.16853157,0.16853157
744.00000000,0.17044736,0.17044736
745.00000000,0.17238097,0.17238097
746.00000000,0.17433053,0.17433053
747.00000000,0.17629412,0.17629412
748.00000000,0.17826983,0.17826983
749.00000000,0.18025571,0.18025571
750.00000000,0.18224983,0.18224983
751.00000000,0.18425024,0.18425024
752.00000000,0.18625497,0.18625497
753.00000000,0.18826207,0.18826207
754.00000000,0.19026957,0.19026957
755.00000000,0.19227551,0.19227551
756.00000000,0.19427793,0.19427793
757.00000000,0.19627486,0.19627486
758.00000000,0.19826435,0.19826435
759.00000000,0.20024445,0.20024445
760.00000000,0.20221324,0.20221324
761.00000000,0.20416877,0.20416877
762.00000000,0.20610915,0.20610915
763.00000000,0.20803246,0.20803246
764.00000000,0.20993683,0.20993683
765.00000000,0.21182039,0.21182039
766.00000000,0.21368130,0.21368130
767.00000000,0.21551774,0.21551774
768.00000000,0.21732792,0.21732792
769.00000000,0.21911005,0.21911005
770.00000000,0.22086241,0.22086241
771.00000000,0.22258326,0.22258326
772.00000000,0.22427094,0.22427094
773.00000000,0.22592378,0.22592378
774.00000000,0.22754017,0.22754017
775.00000000,0.22911853,0.22911853
776.00000000,0.23065732,0.23065732
777.00000000,0.23215502,0.23215502
778.00000000,0.23361018,0.23361018
779.00000000,0.23502136,0.23502136
780.00000000,0.23638719,0.23638719
781.00000000,0.23770634,0.23770634
782.00000000,0.23897751,0.23897751
783.00000000,0.24019945,0.24019945
784.00000000,0.24137097,0.24137097
785.00000000,0.24249093,0.24249093
786.00000000,0.24355823,0.24355823
787.00000000,0.24457183,0.24457183
788.00000000,0.24553072,0.24553072
789.00000000,0.24643399,0.24643399
790.00000000,0.24728073,0.24728073
791.00000000,0.24807013,0.24807013
792.00000000,0.24880140,0.24880140
793.00000000,0.24947384,0.24947384
794.00000000,0.25008679,0.25008679
795.00000000,0.25063964,0.25063964
796.00000000,0.25113186,0.25113186
797.00000000,0.25156296,0.25156296
798.00000000,0.25193253,0.25193253
799.00000000,0.25224019,0.25224019
800.00000000,0.25248566,0.25248566
801.00000000,0.25266868,0.25266868
802.00000000,0.25278909,0.25278909
803.00000000,0.25284676,0.25284676
804.00000000,0.25284163,0.25284163
805.00000000,0.25277371,0.25277371
806.00000000,0.25264308,0.25264308
807.00000000,0.25244984,0.25244984
808.00000000,0.25219421,0.25219421
809.00000000,0.25187641,0.25187641
810.00000000,0.25149678,0.25149678
811.00000000,0.25105566,0.25105566
812.00000000,0.25055351,0.25055351
813.00000000,0.24999081,0.24999081
814.00000000,0.24936811,0.24936811
815.00000000,0.24868602,0.24868602
816.00000000,0.24794520,0.24794520
817.00000000,0.24714639,0.24714639
818.00000000,0.24629036,0.24629036
819.00000000,0.24537796,0.24537796
820.00000000,0.24441006,0.24441006
821.00000000,0.24338763,0.24338763
822.00000000,0.24231166,0.24231166
823.00000000,0.24118321,0.24118321
824.00000000,0.24000337,0.24000337
825.00000000,0.23877331,0.23877331
826.00000000,0.23749423,0.23749423
827.00000000,0.23616737,0.23616737
828.00000000,0.23479404,0.23479404
829.00000000,0.23337558,0.23337558
830.00000000,0.23191338,0.23191338
831.00000000,0.23040887,0.23040887
832.00000000,0.22886352,0.22886352
833.00000000,0.22727884,0.22727884
834.00000000,0.22565639,0.22565639
835.00000000,0.22399775,0.22399775
836.00000000,0.22230455,0.22230455
837.00000000,0.22057843,0.22057843
838.00000000,0.21882110,0.21882110
839.00000000,0.21703427,0.21703427
840.00000000,0.21521968,0.21521968
841.00000000,0.21337912,0.21337912
842.00000000,0.21151439,0.21151439
843.00000000,0.20962730,0.20962730
844.00000000,0.20771971,0.20771971
845.00000000,0.20579349,0.20579349
846.00000000,0.20385051,0.20385051
847.00000000,0.20189268,0.20189268
848.00000000,0.19992192,0.19992192
849.00000000,0.19794014,0.19794014
850.00000000,0.19594931,0.19594931
851.00000000,0.19395135,0.19395135
852.00000000,0.19194822,0.19194822
853.00000000,0.18994189,0.18994189
854.00000000,0.18793432,0.18793432
855.00000000,0.18592748,0.18592748
856.00000000,0.18392331,0.18392331
857.00000000,0.18192380,0.18192380
858.00000000,0.17993089,0.17993089
859.00000000,0.17794654,0.17794654
860.00000000,0.17597268,0.17597268
861.00000000,0.17401125,0.17401125
862.00000000,0.17206416,0.17206416
863.00000000,0.17013333,0.17013333
864.00000000,0.16822064,0.16822064
865.00000000,0.16632796,0.16632796
866.00000000,0.16445714,0.16445714
867.00000000,0.16261003,0.16261003
868.00000000,0.16078841,0.16078841
869.00000000,0.15899408,0.15899408
870.00000000,0.15722879,0.15722879
871.00000000,0.15549426,0.15549426
872.00000000,0.15379221,0.15379221
873.00000000,0.15212428,0.15212428
874.00000000,0.15049212,0.15049212
875.00000000,0.14889732,0.14889732
876.00000000,0.14734143,0.14734143
877.00000000,0.14582600,0.14582600
878.00000000,0.14435248,0.14435248
879.00000000,0.14292234,0.14292234
880.00000000,0.14153696,0.14153696
881.00000000,0.14019770,0.14019770
882.00000000,0.13890588,0.13890588
883.00000000,0.13766275,0.13766275
884.00000000,0.13646954,0.13646954
885.00000000,0.13532741,0.13532741
886.00000000,0.13423748,0.13423748
887.00000000,0.13320081,0.13320081
888.00000000,0.13221843,0.13221843
889.00000000,0.13129128,0.13129128
890.00000000,0.13042028,0.13042028
891.00000000,0.12960629,0.12960629
892.00000000,0.12885008,0.12885008
893.00000000,0.12815242,0.12815242
894.00000000,0.12751398,0.12751398
895.00000000,0.12693538,0.12693538
896.00000000,0.12641719,0.12641719
897.00000000,0.12595991,0.12595991
898.00000000,0.12556401,0.12556401
899.00000000,0.12522985,0.12522985
900.00000000,0.12495777,0.12495777
901.00000000,0.12474804,0.12474804
902.00000000,0.12460086,0.12460086
903.00000000,0.12451638,0.12451638
904.00000000,0.12449467,0.12449467
905.00000000,0.12453576,0.12453576
906.00000000,0.12463961,0.12463961
907.00000000,0.12480611,0.12480611
908.00000000,0.12503511,0.12503511
909.00000000,0.12532638,0.12532638
910.00000000,0.12567963,0.12567963
911.00000000,0.12609453,0.12609453
912.00000000,0.12657065,0.12657065
913.00000000,0.12710755,0.12710755
914.00000000,0.12770468,0.12770468
915.00000000,0.12836147,0.12836147
916.00000000,0.12907728,0.12907728
917.00000000,0.12985140,0.12985140
918.00000000,0.13068308,0.13068308
919.00000000,0.13157150,0.13157150
920.00000000,0.13251580,0.13251580
921.00000000,0.13351505,0.13351505
922.00000000,0.13456827,0.13456827
923.00000000,0.13567442,0.13567442
924.00000000,0.13683244,0.13683244
925.00000000,0.13804119,0.13804119
926.00000000,0.13929948,0.13929948
927.00000000,0.14060608,0.14060608
928.00000000,0.14195971,0.14195971
929.00000000,0.14335905,0.14335905
930.00000000,0.14480274,0.14480274
931.00000000,0.14628935,0.14628935
932.00000000,0.14781743,0.14781743
933.00000000,0.14938549,0.14938549
934.00000000,0.15099199,0.15099199
935.00000000,0.15263536,0.15263536
936.00000000,0.15431400,0.15431400
937.00000000,0.15602626,0.15602626
938.00000000,0.15777046,0.15777046
939.00000000,0.15954490,0.15954490
940.00000000,0.16134784,0.16134784
941.00000000,0.16317752,0.16317752
942.00000000,0.16503215,0.16503215
943.00000000,0.16690991,0.16690991
944.00000000,0.16880896,0.16880896
945.00000000,0.17072745,0.17072745
946.00000000,0.17266351,0.17266351
947.00000000,0.17461522,0.17461522
948.00000000,0.17658070,0.17658070
949.00000000,0.17855800,0.17855800
950.00000000,0.18054520,0.18054520
951.00000000,0.18254036,0.18254036
952.00000000,0.18454152,0.18454152
953.00000000,0.18654672,0.18654672
954.00000000,0.18855400,0.18855400
955.00000000,0.19056139,0.19056139
956.00000000,0.19256694,0.19256694
957.00000000,0.19456868,0.19456868
958.00000000,0.19656465,0.19656465
959.00000000,0.19855290,0.19855290
960.00000000,0.20053148,0.20053148
961.00000000,0.20249846,0.20249846
962.00000000,0.20445190,0.20445190
963.00000000,0.20638991,0.20638991
964.00000000,0.20831059,0.20831059
965.00000000,0.21021205,0.21021205
966.00000000,0.21209243,0.21209243
967.00000000,0.21394990,0.21394990
968.00000000,0.21578263,0.21578263
969.00000000,0.21758884,0.21758884
970.00000000,0.21936675,0.21936675
971.00000000,0.22111463,0.22111463
972.00000000,0.22283076,0.22283076
973.00000000,0.22451347,0.22451347
974.00000000,0.22616111,0.22616111
975.00000000,0.22777207,0.22777207
976.00000000,0.22934478,0.22934478
977.00000000,0.23087768,0.23087768
978.00000000,0.23236929,0.23236929
979.00000000,0.23381814,0.23381814
980.00000000,0.23522281,0.23522281
981.00000000,0.23658194,0.23658194
982.00000000,0.23789419,0.23789419
983.00000000,0.23915827,0.23915827
984.00000000,0.24037296,0.24037296
985.00000000,0.24153705,0.24153705
986.00000000,0.24264942,0.24264942
987.00000000,0.24370898,0.24370898
988.00000000,0.24471468,0.24471468
989.00000000,0.24566554,0.24566554
990.00000000,0.24656064,0.24656064
991.00000000,0.24739910,0.24739910
992.00000000,0.24818009,0.24818009
993.00000000,0.24890285,0.24890285
994.00000000,0.24956668,0.24956668
995.00000000,0.25017092,0.25017092
996.00000000,0.25071499,0.25071499
997.00000000,0.25119835,0.25119835
998.00000000,0.25162053,0.25162053
999.00000000,0.25198112,0.25198112
1000.00000000,0.25227976,0.25227976
1001.00000000,0.25251616,0.25251616
1002.00000000,0.25269008,0.25269008
1003.00000000,0.25280137,0.25280137
1004.00000000,0.25284991,0.25284991
1005.00000000,0.25283565,0.25283565
1006.00000000,0.25275861,0.25275861
1007.00000000,0.25261886,0.25261886
1008.00000000,0.25241654,0.25241654
1009.00000000,0.25215185,0.25215185
1010.00000000,0.25182505,0.25182505
1011.00000000,0.25143644,0.25143644
1012.00000000,0.25098643,0.25098643
1013.00000000,0.25047544,0.25047544
1014.00000000,0.24990398,0.24990398
1015.00000000,0.24927260,0.24927260
1016.00000000,0.24858193,0.24858193
1017.00000000,0.24783264,0.24783264
1018.00000000,0.24702545,0.24702545
1019.00000000,0.24616118,0.24616118
1020.00000000,0.24524064,0.24524064
1021.00000000,0.24426476,0.24426476
1022.00000000,0.24323448,0.24323448
1023.00000000,0.24215082,0.24215082
1024.00000000,0.24101482,0.24101482
1025.00000000,0.23982761,0.23982761
1026.00000000,0.23859034,0.23859034
1027.00000000,0.23730423,0.23730423
1028.00000000,0.23597054,0.23597054
1029.00000000,0.23459056,0.23459056
1030.00000000,0.23316565,0.23316565
1031.00000000,0.23169721,0.23169721
1032.00000000,0.23018667,0.23018667
1033.00000000,0.22863550,0.22863550
1034.00000000,0.22704524,0.22704524
1035.00000000,0.22541742,0.22541742
1036.00000000,0.22375366,0.22375366
1037.00000000,0.22205556,0.22205556
1038.00000000,0.22032480,0.22032480
1039.00000000,0.21856307,0.21856307
1040.00000000,0.21677210,0.21677210
1041.00000000,0.21495362,0.21495362
1042.00000000,0.21310944,0.21310944
1043.00000000,0.21124134,0.21124134
1044.00000000,0.20935116,0.20935116
1045.00000000,0.20744074,0.20744074
1046.00000000,0.20551196,0.20551196
1047.00000000,0.20356671,0.20356671
1048.00000000,0.20160688,0.20160688
1049.00000000,0.19963439,0.19963439
1050.00000000,0.19765118,0.19765118
1051.00000000,0.19565918,0.19565918
1052.00000000,0.19366035,0.19366035
1053.00000000,0.19165664,0.19165664
1054.00000000,0.18965001,0.18965001
1055.00000000,0.18764242,0.18764242
1056.00000000,0.18563584,0.18563584
1057.00000000,0.18363224,0.18363224
1058.00000000,0.18163356,0.18163356
1059.00000000,0.17964178,0.17964178
1060.00000000,0.17765883,0.17765883
1061.00000000,0.17568666,0.17568666
1062.00000000,0.17372719,0.17372719
1063.00000000,0.17178235,0.17178235
1064.00000000,0.16985404,0.16985404
1065.00000000,0.16794414,0.16794414
1066.00000000,0.16605453,0.16605453
1067.00000000,0.16418705,0.16418705
1068.00000000,0.16234352,0.16234352
1069.00000000,0.16052576,0.16052576
1070.00000000,0.15873555,0.15873555
1071.00000000,0.15697462,0.15697462
1072.00000000,0.15524472,0.15524472
1073.00000000,0.15354752,0.15354752
1074.00000000,0.15188469,0.15188469
1075.00000000,0.15025787,0.15025787
1076.00000000,0.14866863,0.14866863
1077.00000000,0.14711853,0.14711853
1078.00000000,0.14560910,0.14560910
1079.00000000,0.14414180,0.14414180
1080.00000000,0.14271808,0.14271808
1081.00000000,0.14133932,0.14133932
1082.00000000,0.14000689,0.14000689
1083.00000000,0.13872207,0.13872207
1084.00000000,0.13748612,0.13748612
1085.00000000,0.13630027,0.13630027
1086.00000000,0.13516566,0.13516566
1087.00000000,0.13408341,0.13408341
1088.00000000,0.13305457,0.13305457
1089.00000000,0.13208016,0.13208016
1090.00000000,0.13116112,0.13116112
1091.00000000,0.13029836,0.13029836
1092.00000000,0.12949272,0.12949272
1093.00000000,0.12874499,0.12874499
1094.00000000,0.12805589,0.12805589
1095.00000000,0.12742611,0.12742611
1096.00000000,0.12685626,0.12685626
1097.00000000,0.12634690,0.12634690
1098.00000000,0.12589852,0.12589852
1099.00000000,0.12551157,0.12551157
1100.00000000,0.12518642,0.12518642
1101.00000000,0.12492340,0.12492340
1102.00000000,0.12472275,0.12472275
1103.00000000,0.12458468,0.12458468
1104.00000000,0.12450932,0.12450932
1105.00000000,0.12449674,0.12449674
1106.00000000,0.12454696,0.12454696
1107.00000000,0.12465993,0.12465993
1108.00000000,0.12483553,0.12483553
1109.00000000,0.12507360,0.12507360
1110.00000000,0.12537390,0.12537390
1111.00000000,0.12573614,0.12573614
1112.00000000,0.12615997,0.12615997
1113.00000000,0.12664496,0.12664496
1114.00000000,0.12719064,0.12719064
1115.00000000,0.12779649,0.12779649
1116.00000000,0.12846191,0.12846191
1117.00000000,0.12918624,0.12918624
1118.00000000,0.12996878,0.12996878
1119.00000000,0.13080876,0.13080876
1120.00000000,0.13170536,0.13170536
1121.00000000,0.13265771,0.13265771
1122.00000000,0.13366486,0.13366486
1123.00000000,0.13472584,0.13472584
1124.00000000,0.13583961,0.13583961
1125.00000000,0.13700508,0.13700508
1126.00000000,0.13822110,0.13822110
1127.00000000,0.13948649,0.13948649
1128.00000000,0.14080001,0.14080001
1129.00000000,0.14216038,0.14216038
1130.00000000,0.14356625,0.14356625
1131.00000000,0.14501627,0.14501627
1132.00000000,0.14650900,0.14650900
1133.00000000,0.14804299,0.14804299
1134.00000000,0.14961673,0.14961673
1135.00000000,0.15122870,0.15122870
1136.00000000,0.15287730,0.15287730
1137.00000000,0.15456093,0.15456093
1138.00000000,0.15627793,0.15627793
1139.00000000,0.15802664,0.15802664
1140.00000000,0.15980533,0.15980533
1141.00000000,0.16161227,0.16161227
1142.00000000,0.16344569,0.16344569
1143.00000000,0.16530379,0.16530379
1144.00000000,0.16718476,0.16718476
1145.00000000,0.16908676,0.16908676
1146.00000000,0.17100792,0.17100792
1147.00000000,0.17294637,0.17294637
1148.00000000,0.17490021,0.17490021
1149.00000000,0.17686752,0.17686752
1150.00000000,0.17884638,0.17884638
1151.00000000,0.18083486,0.18083486
1152.00000000,0.18283101,0.18283101
1153.00000000,0.18483288,0.18483288
1154.00000000,0.18683850,0.18683850
1155.00000000,0.18884592,0.18884592
1156.00000000,0.19085317,0.19085317
1157.00000000,0.19285829,0.19285829
1158.00000000,0.19485931,0.19485931
1159.00000000,0.19685428,0.19685428
1160.00000000,0.19884124,0.19884124
1161.00000000,0.20081826,0.20081826
1162.00000000,0.20278339,0.20278339
1163.00000000,0.20473471,0.20473471
1164.00000000,0.20667031,0.20667031
1165.00000000,0.20858831,0.20858831
