nu_cm1,R_obs,R_model_best,weight
441.61890000,0.23849793,0.25458642,1.00000000
442.10100000,0.23891359,0.25466774,1.00000000
442.58310000,0.23984595,0.25475006,1.00000000
443.06520000,0.24064661,0.25483340,1.00000000
443.54740000,0.24124788,0.25491778,1.00000000
444.02950000,0.24248869,0.25500317,1.00000000
444.51160000,0.24332605,0.25508959,1.00000000
444.99370000,0.24371263,0.25517706,1.00000000
445.47580000,0.24425868,0.25526558,1.00000000
445.95790000,0.24497523,0.25535516,1.00000000
446.44010000,0.24524198,0.25544582,1.00000000
446.92220000,0.24565944,0.25553754,1.00000000
447.40430000,0.24604014,0.25563034,1.00000000
447.88640000,0.24612957,0.25572422,1.00000000
448.36850000,0.24649329,0.25581921,1.00000000
448.85060000,0.24657456,0.25591529,1.00000000
449.33280000,0.24701393,0.25601251,1.00000000
449.81490000,0.24718321,0.25611083,1.00000000
450.29700000,0.24733277,0.25621027,1.00000000
450.77910000,0.24769345,0.25631085,1.00000000
451.26120000,0.24787482,0.25641256,1.00000000
451.74330000,0.24824502,0.25651543,1.00000000
452.22550000,0.24866102,0.25661947,1.00000000
452.70760000,0.24939256,0.25672466,1.00000000
453.18970000,0.25013463,0.25683101,1.00000000
453.67180000,0.25067462,0.25693855,1.00000000
454.15390000,0.25141855,0.25704727,1.00000000
454.63600000,0.25210406,0.25715719,1.00000000
455.11820000,0.25306256,0.25726833,1.00000000
455.60030000,0.25387789,0.25738066,1.00000000
456.08240000,0.25448127,0.25749422,1.00000000
456.56450000,0.25545244,0.25760901,1.00000000
457.04660000,0.25623675,0.25772504,1.00000000
457.52870000,0.25717418,0.25784232,1.00000000
458.01090000,0.25815185,0.25796088,1.00000000
458.49300000,0.25900947,0.25808068,1.00000000
458.97510000,0.26001217,0.25820175,1.00000000
459.45720000,0.26105024,0.25832411,1.00000000
459.93930000,0.26228325,0.25844775,1.00000000
460.42140000,0.26344345,0.25857270,1.00000000
460.90360000,0.26461811,0.25869897,1.00000000
461.38570000,0.26561643,0.25882654,1.00000000
461.86780000,0.26658228,0.25895543,1.00000000
462.34990000,0.26770203,0.25908566,1.00000000
462.83200000,0.26838103,0.25921723,1.00000000
463.31410000,0.26933692,0.25935014,1.00000000
463.79630000,0.26995033,0.25948444,1.00000000
464.27840000,0.27062399,0.25962009,1.00000000
464.76050000,0.27111464,0.25975710,1.00000000
465.24260000,0.27157996,0.25989550,1.00000000
465.72470000,0.27216108,0.26003530,1.00000000
466.20680000,0.27246732,0.26017649,1.00000000
466.68900000,0.27292398,0.26031912,1.00000000
467.17110000,0.27324966,0.26046314,1.00000000
467.65320000,0.27361100,0.26060859,1.00000000
468.13530000,0.27394610,0.26075547,1.00000000
468.61740000,0.27432765,0.26090380,1.00000000
469.09950000,0.27486454,0.26105358,1.00000000
469.58170000,0.27552407,0.26120484,1.00000000
470.06380000,0.27631798,0.26135755,1.00000000
470.54590000,0.27745426,0.26151173,1.00000000
471.02800000,0.27902217,0.26166740,1.00000000
471.51010000,0.28106446,0.26182456,1.00000000
471.99220000,0.28343863,0.26198322,1.00000000
472.47440000,0.28608162,0.26214343,1.00000000
472.95650000,0.28894291,0.26230512,1.00000000
473.43860000,0.29174143,0.26246834,1.00000000
473.92070000,0.29441182,0.26263310,1.00000000
474.40280000,0.29677049,0.26279939,1.00000000
474.88490000,0.29877797,0.26296724,1.00000000
475.36710000,0.30042339,0.26313669,1.00000000
475.84920000,0.30175587,0.26330767,1.00000000
476.33130000,0.30307379,0.26348022,1.00000000
476.81340000,0.30400480,0.26365437,1.00000000
477.29550000,0.30483073,0.26383011,1.00000000
477.77760000,0.30561777,0.26400747,1.00000000
478.25980000,0.30633842,0.26418649,1.00000000
478.74190000,0.30728784,0.26436710,1.00000000
479.22400000,0.30797343,0.26454935,1.00000000
479.70610000,0.30928636,0.26473326,1.00000000
480.18820000,0.31019080,0.26491882,1.00000000
480.67030000,0.31121722,0.26510605,1.00000000
481.15250000,0.31232898,0.26529500,1.00000000
481.63460000,0.31376763,0.26548561,1.00000000
482.11670000,0.31485238,0.26567791,1.00000000
482.59880000,0.31607180,0.26587191,1.00000000
483.08090000,0.31703121,0.26606764,1.00000000
483.56300000,0.31838687,0.26626510,1.00000000
484.04520000,0.31965886,0.26646433,1.00000000
484.52730000,0.32043893,0.26666526,1.00000000
485.00940000,0.32158364,0.26686796,1.00000000
485.49150000,0.32290722,0.26707242,1.00000000
485.97360000,0.32388361,0.26727865,1.00000000
486.45570000,0.32508945,0.26748667,1.00000000
486.93790000,0.32615261,0.26769652,1.00000000
487.42000000,0.32730978,0.26790814,1.00000000
487.90210000,0.32851088,0.26812156,1.00000000
488.38420000,0.33003453,0.26833681,1.00000000
488.86630000,0.33130963,0.26855389,1.00000000
489.34840000,0.33254039,0.26877281,1.00000000
489.83060000,0.33401398,0.26899362,1.00000000
490.31270000,0.33519736,0.26921625,1.00000000
490.79480000,0.33657377,0.26944074,1.00000000
491.27690000,0.33796749,0.26966711,1.00000000
491.75900000,0.33884999,0.26989536,1.00000000
492.24110000,0.33985243,0.27012551,1.00000000
492.72330000,0.34075354,0.27035761,1.00000000
493.20540000,0.34158135,0.27059158,1.00000000
493.68750000,0.34227344,0.27082746,1.00000000
494.16960000,0.34298007,0.27106527,1.00000000
494.65170000,0.34368510,0.27130503,1.00000000
495.13390000,0.34468060,0.27154677,1.00000000
495.61600000,0.34575908,0.27179043,1.00000000
496.09810000,0.34658082,0.27203604,1.00000000
496.58020000,0.34784568,0.27228363,1.00000000
497.06230000,0.34905300,0.27253320,1.00000000
497.54440000,0.35004269,0.27278476,1.00000000
498.02660000,0.35109329,0.27303837,1.00000000
498.50870000,0.35223548,0.27329392,1.00000000
498.99080000,0.35310111,0.27355150,1.00000000
499.47290000,0.35420773,0.27381109,1.00000000
499.95500000,0.35488015,0.27407271,1.00000000
500.43710000,0.35579795,0.27433637,1.00000000
500.91930000,0.35627688,0.27460214,1.00000000
501.40140000,0.35713763,0.27486993,1.00000000
501.88350000,0.35727073,0.27513979,1.00000000
502.36560000,0.35798058,0.27541175,1.00000000
502.84770000,0.35819721,0.27568580,1.00000000
503.32980000,0.35882113,0.27596197,1.00000000
503.81200000,0.35903315,0.27624031,1.00000000
504.29410000,0.35963673,0.27652073,1.00000000
504.77620000,0.35975780,0.27680329,1.00000000
505.25830000,0.36027169,0.27708800,1.00000000
505.74040000,0.36054664,0.27737487,1.00000000
506.22250000,0.36133011,0.27766392,1.00000000
506.70470000,0.36177548,0.27795521,1.00000000
507.18680000,0.36249136,0.27824863,1.00000000
507.66890000,0.36299094,0.27854426,1.00000000
508.15100000,0.36375552,0.27884210,1.00000000
508.63310000,0.36452056,0.27914216,1.00000000
509.11520000,0.36531749,0.27944445,1.00000000
509.59740000,0.36556978,0.27974905,1.00000000
510.07950000,0.36616468,0.28005584,1.00000000
510.56160000,0.36639242,0.28036489,1.00000000
511.04370000,0.36665183,0.28067621,1.00000000
511.52580000,0.36681232,0.28098981,1.00000000
512.00790000,0.36713415,0.28130570,1.00000000
512.49010000,0.36711458,0.28162395,1.00000000
512.97220000,0.36711944,0.28194445,1.00000000
513.45430000,0.36715605,0.28226726,1.00000000
513.93640000,0.36708307,0.28259239,1.00000000
514.41850000,0.36718429,0.28291986,1.00000000
514.90060000,0.36733890,0.28324967,1.00000000
515.38280000,0.36728737,0.28358190,1.00000000
515.86490000,0.36755041,0.28391642,1.00000000
516.34700000,0.36773205,0.28425330,1.00000000
516.82910000,0.36783516,0.28459256,1.00000000
517.31120000,0.36823127,0.28493421,1.00000000
517.79330000,0.36861659,0.28527824,1.00000000
518.27550000,0.36860942,0.28562474,1.00000000
518.75760000,0.36886587,0.28597357,1.00000000
519.23970000,0.36875143,0.28632482,1.00000000
519.72180000,0.36898145,0.28667849,1.00000000
520.20390000,0.36875394,0.28703458,1.00000000
520.68600000,0.36860077,0.28739311,1.00000000
521.16820000,0.36854208,0.28775415,1.00000000
521.65030000,0.36840204,0.28811756,1.00000000
522.13240000,0.36845054,0.28848342,1.00000000
522.61450000,0.36838517,0.28885175,1.00000000
523.09660000,0.36845159,0.28922254,1.00000000
523.57870000,0.36870339,0.28959579,1.00000000
524.06090000,0.36864724,0.28997161,1.00000000
524.54300000,0.36875697,0.29034982,1.00000000
525.02510000,0.36879677,0.29073053,1.00000000
525.50720000,0.36846292,0.29111372,1.00000000
525.98930000,0.36850181,0.29149941,1.00000000
526.47140000,0.36819608,0.29188760,1.00000000
526.95360000,0.36800099,0.29227839,1.00000000
527.43570000,0.36758697,0.29267162,1.00000000
527.91780000,0.36727617,0.29306739,1.00000000
528.39990000,0.36696703,0.29346571,1.00000000
528.88200000,0.36650208,0.29386658,1.00000000
529.36410000,0.36617332,0.29427002,1.00000000
529.84630000,0.36571667,0.29467612,1.00000000
530.32840000,0.36509069,0.29508472,1.00000000
530.81050000,0.36455012,0.29549592,1.00000000
531.29260000,0.36417333,0.29590973,1.00000000
531.77470000,0.36361806,0.29632615,1.00000000
532.25680000,0.36313610,0.29674519,1.00000000
532.73900000,0.36281548,0.29716696,1.00000000
533.22110000,0.36215690,0.29759127,1.00000000
533.70320000,0.36159143,0.29801824,1.00000000
534.18530000,0.36106865,0.29844787,1.00000000
534.66740000,0.36044709,0.29888016,1.00000000
535.14950000,0.35965646,0.29931512,1.00000000
535.63170000,0.35908932,0.29975286,1.00000000
536.11380000,0.35870428,0.30019319,1.00000000
536.59590000,0.35841428,0.30063622,1.00000000
537.07800000,0.35814649,0.30108195,1.00000000
537.56010000,0.35753197,0.30153038,1.00000000
538.04220000,0.35702208,0.30198153,1.00000000
538.52440000,0.35656213,0.30243550,1.00000000
539.00650000,0.35613357,0.30289210,1.00000000
539.48860000,0.35576367,0.30335143,1.00000000
539.97070000,0.35513806,0.30381349,1.00000000
540.45280000,0.35433545,0.30427829,1.00000000
540.93490000,0.35350525,0.30474584,1.00000000
541.41710000,0.35283468,0.30521624,1.00000000
541.89920000,0.35188077,0.30568930,1.00000000
542.38130000,0.35092858,0.30616511,1.00000000
542.86340000,0.34983306,0.30664368,1.00000000
543.34550000,0.34890392,0.30712501,1.00000000
543.82760000,0.34801039,0.30760911,1.00000000
544.30980000,0.34694472,0.30809608,1.00000000
544.79190000,0.34616065,0.30858571,1.00000000
545.27400000,0.34535386,0.30907812,1.00000000
545.75610000,0.34449986,0.30957330,1.00000000
546.23820000,0.34376554,0.31007126,1.00000000
546.72030000,0.34314961,0.31057198,1.00000000
547.20250000,0.34269955,0.31107559,1.00000000
547.68460000,0.34227757,0.31158187,1.00000000
548.16670000,0.34172208,0.31209092,1.00000000
548.64880000,0.34147399,0.31260274,1.00000000
549.13090000,0.34095834,0.31311733,1.00000000
549.61300000,0.34018005,0.31363469,1.00000000
550.09520000,0.33973096,0.31415492,1.00000000
550.57730000,0.33885924,0.31467781,1.00000000
551.05940000,0.33807544,0.31520346,1.00000000
551.54150000,0.33712424,0.31573187,1.00000000
552.02360000,0.33619431,0.31626303,1.00000000
552.50570000,0.33530968,0.31679694,1.00000000
552.98790000,0.33411034,0.31733371,1.00000000
553.47000000,0.33332456,0.31787310,1.00000000
553.95210000,0.33236254,0.31841523,1.00000000
554.43420000,0.33136388,0.31896008,1.00000000
554.91630000,0.33030206,0.31950766,1.00000000
555.39840000,0.32941403,0.32005794,1.00000000
555.88060000,0.32858155,0.32061485,1.00000000
556.36270000,0.32762838,0.32118980,1.00000000
556.84480000,0.32663744,0.32178312,1.00000000
557.32690000,0.32588995,0.32239407,1.00000000
557.80900000,0.32493735,0.32302193,1.00000000
558.29110000,0.32443842,0.32366599,1.00000000
558.77330000,0.32374363,0.32432564,1.00000000
559.25540000,0.32310839,0.32499989,1.00000000
559.73750000,0.32262256,0.32568814,1.00000000
560.21960000,0.32197968,0.32638964,1.00000000
560.70170000,0.32141248,0.32710364,1.00000000
561.18380000,0.32112388,0.32782941,1.00000000
561.66600000,0.32065745,0.32856633,1.00000000
562.14810000,0.32014357,0.32931335,1.00000000
562.63020000,0.31986359,0.33006986,1.00000000
563.11230000,0.31913283,0.33083509,1.00000000
563.59440000,0.31862866,0.33160826,1.00000000
564.07650000,0.31823313,0.33238861,1.00000000
564.55870000,0.31745919,0.33317552,1.00000000
565.04080000,0.31688440,0.33396788,1.00000000
565.52290000,0.31636833,0.33476508,1.00000000
566.00500000,0.31586530,0.33556632,1.00000000
566.48710000,0.31522454,0.33637083,1.00000000
566.96920000,0.31482188,0.33717781,1.00000000
567.45140000,0.31455201,0.33798663,1.00000000
567.93350000,0.31375329,0.33879618,1.00000000
568.41560000,0.31362254,0.33960583,1.00000000
568.89770000,0.31311825,0.34041478,1.00000000
569.37980000,0.31254605,0.34122225,1.00000000
569.86190000,0.31232402,0.34202745,1.00000000
570.34410000,0.31173153,0.34282975,1.00000000
570.82620000,0.31155104,0.34362803,1.00000000
571.30830000,0.31106522,0.34442169,1.00000000
571.79040000,0.31107078,0.34520993,1.00000000
572.27250000,0.31055974,0.34599199,1.00000000
572.75460000,0.31042386,0.34676709,1.00000000
573.23680000,0.31027942,0.34753462,1.00000000
573.71890000,0.30992862,0.34829349,1.00000000
574.20100000,0.30980901,0.34904312,1.00000000
574.68310000,0.30951441,0.34978275,1.00000000
575.16520000,0.30938008,0.35051163,1.00000000
575.64730000,0.30895894,0.35122904,1.00000000
576.12950000,0.30867944,0.35193437,1.00000000
576.61160000,0.30846127,0.35262662,1.00000000
577.09370000,0.30832983,0.35330521,1.00000000
577.57580000,0.30792453,0.35396944,1.00000000
578.05790000,0.30779158,0.35461861,1.00000000
578.54000000,0.30770273,0.35525204,1.00000000
579.02220000,0.30770536,0.35586915,1.00000000
579.50430000,0.30775748,0.35646904,1.00000000
579.98640000,0.30770272,0.35705116,1.00000000
580.46850000,0.30767290,0.35761485,1.00000000
580.95060000,0.30754490,0.35815949,1.00000000
581.43270000,0.30787738,0.35868443,1.00000000
581.91490000,0.30796557,0.35918916,1.00000000
582.39700000,0.30801445,0.35967285,1.00000000
582.87910000,0.30818179,0.36013501,1.00000000
583.36120000,0.30839674,0.36057504,1.00000000
583.84330000,0.30871528,0.36099237,1.00000000
584.32540000,0.30900834,0.36138641,1.00000000
584.80760000,0.30935137,0.36175669,1.00000000
585.28970000,0.30964104,0.36210250,1.00000000
585.77180000,0.31027069,0.36242337,1.00000000
586.25390000,0.31058415,0.36271877,1.00000000
586.73600000,0.31102809,0.36298818,1.00000000
587.21810000,0.31170154,0.36323109,1.00000000
587.70030000,0.31214081,0.36344704,1.00000000
588.18240000,0.31274166,0.36363545,1.00000000
588.66450000,0.31329383,0.36380574,1.00000000
589.14660000,0.31374288,0.36397263,1.00000000
589.62870000,0.31420674,0.36413629,1.00000000
590.11080000,0.31481849,0.36429671,1.00000000
590.59300000,0.31546861,0.36445396,1.00000000
591.07510000,0.31595553,0.36460797,1.00000000
591.55720000,0.31642816,0.36475879,1.00000000
592.03930000,0.31707705,0.36490644,1.00000000
592.52140000,0.31786313,0.36505093,1.00000000
593.00350000,0.31823366,0.36519227,1.00000000
593.48570000,0.31937345,0.36533051,1.00000000
593.96780000,0.32017821,0.36546559,1.00000000
594.44990000,0.32101786,0.36559757,1.00000000
594.93200000,0.32172027,0.36572646,1.00000000
595.41410000,0.32285432,0.36585227,1.00000000
595.89620000,0.32359686,0.36597501,1.00000000
596.37840000,0.32426301,0.36609473,1.00000000
596.86050000,0.32530747,0.36621139,1.00000000
597.34260000,0.32599051,0.36632502,1.00000000
597.82470000,0.32676624,0.36643565,1.00000000
598.30680000,0.32750651,0.36654328,1.00000000
598.78890000,0.32824775,0.36664793,1.00000000
599.27110000,0.32933499,0.36674964,1.00000000
599.75320000,0.33012555,0.36684837,1.00000000
600.23530000,0.33130823,0.36694417,1.00000000
600.71740000,0.33214015,0.36703704,1.00000000
601.19950000,0.33340943,0.36712701,1.00000000
601.68160000,0.33473424,0.36721409,1.00000000
602.16380000,0.33582447,0.36729830,1.00000000
602.64590000,0.33725229,0.36737963,1.00000000
603.12800000,0.33844098,0.36745811,1.00000000
603.61010000,0.33958744,0.36753376,1.00000000
604.09220000,0.34101617,0.36760659,1.00000000
604.57430000,0.34191350,0.36767661,1.00000000
605.05650000,0.34307870,0.36774386,1.00000000
605.53860000,0.34415976,0.36780831,1.00000000
606.02070000,0.34509293,0.36787001,1.00000000
606.50280000,0.34612307,0.36792895,1.00000000
606.98490000,0.34714359,0.36798517,1.00000000
607.46700000,0.34840119,0.36803867,1.00000000
607.94920000,0.34888461,0.36808948,1.00000000
608.43130000,0.34995872,0.36813759,1.00000000
608.91340000,0.35103901,0.36818303,1.00000000
609.39550000,0.35193304,0.36822581,1.00000000
609.87760000,0.35295135,0.36826596,1.00000000
610.35970000,0.35387487,0.36830347,1.00000000
610.84190000,0.35468230,0.36833838,1.00000000
611.32400000,0.35594140,0.36837068,1.00000000
611.80610000,0.35680483,0.36840040,1.00000000
612.28820000,0.35778162,0.36842755,1.00000000
612.77030000,0.35882252,0.36845215,1.00000000
613.25240000,0.35982751,0.36847422,1.00000000
613.73460000,0.36084854,0.36849376,1.00000000
614.21670000,0.36202288,0.36851079,1.00000000
614.69880000,0.36321764,0.36852533,1.00000000
615.18090000,0.36430577,0.36853738,1.00000000
615.66300000,0.36535594,0.36854698,1.00000000
616.14510000,0.36658931,0.36855413,1.00000000
616.62730000,0.36806480,0.36855884,1.00000000
617.10940000,0.36881701,0.36856113,1.00000000
617.59150000,0.36970908,0.36856102,1.00000000
618.07360000,0.37060877,0.36855851,1.00000000
618.55570000,0.37150854,0.36855364,1.00000000
619.03780000,0.37211508,0.36854640,1.00000000
619.52000000,0.37297134,0.36853681,1.00000000
620.00210000,0.37348409,0.36852490,1.00000000
620.48420000,0.37420155,0.36851067,1.00000000
620.96630000,0.37494168,0.36849414,1.00000000
621.44840000,0.37568388,0.36847532,1.00000000
621.93050000,0.37626031,0.36845423,1.00000000
622.41270000,0.37694906,0.36843087,1.00000000
622.89480000,0.37762517,0.36840528,1.00000000
623.37690000,0.37827333,0.36837746,1.00000000
623.85900000,0.37869647,0.36834742,1.00000000
624.34110000,0.37923061,0.36831518,1.00000000
624.82320000,0.38007159,0.36828076,1.00000000
625.30540000,0.38079619,0.36824416,1.00000000
625.78750000,0.38138975,0.36820541,1.00000000
626.26960000,0.38205533,0.36816451,1.00000000
626.75170000,0.38260239,0.36812149,1.00000000
627.23380000,0.38326720,0.36807636,1.00000000
627.71590000,0.38398235,0.36802912,1.00000000
628.19810000,0.38459105,0.36797979,1.00000000
628.68020000,0.38514031,0.36792840,1.00000000
629.16230000,0.38572255,0.36787495,1.00000000
629.64440000,0.38647242,0.36781945,1.00000000
630.12650000,0.38668471,0.36776193,1.00000000
630.60860000,0.38714065,0.36770239,1.00000000
631.09080000,0.38758832,0.36764084,1.00000000
631.57290000,0.38822876,0.36757731,1.00000000
632.05500000,0.38808622,0.36751181,1.00000000
632.53710000,0.38863859,0.36744435,1.00000000
633.01920000,0.38892264,0.36737495,1.00000000
633.50130000,0.38910508,0.36730361,1.00000000
633.98350000,0.38931249,0.36723033,1.00000000
634.46560000,0.38935244,0.36715517,1.00000000
634.94770000,0.38949508,0.36707812,1.00000000
635.42980000,0.38963828,0.36699919,1.00000000
635.91190000,0.38959935,0.36691839,1.00000000
636.39400000,0.38978702,0.36683575,1.00000000
636.87620000,0.38995957,0.36675124,1.00000000
637.35830000,0.39007877,0.36666494,1.00000000
637.84040000,0.39026459,0.36657682,1.00000000
638.32250000,0.39025053,0.36648690,1.00000000
638.80460000,0.39052961,0.36639520,1.00000000
639.28670000,0.39045561,0.36630173,1.00000000
639.76890000,0.39079318,0.36620649,1.00000000
640.25100000,0.39055992,0.36610951,1.00000000
640.73310000,0.39066977,0.36601081,1.00000000
641.21520000,0.39055363,0.36591039,1.00000000
641.69730000,0.39077700,0.36580826,1.00000000
642.17940000,0.39042506,0.36570444,1.00000000
642.66160000,0.39032816,0.36559892,1.00000000
643.14370000,0.39025733,0.36549175,1.00000000
643.62580000,0.39000514,0.36538293,1.00000000
644.10790000,0.38984985,0.36527247,1.00000000
644.59000000,0.38954748,0.36516037,1.00000000
645.07210000,0.38905954,0.36504667,1.00000000
645.55430000,0.38903483,0.36493133,1.00000000
646.03640000,0.38878064,0.36481443,1.00000000
646.51850000,0.38833783,0.36469595,1.00000000
647.00060000,0.38798427,0.36457590,1.00000000
647.48270000,0.38781838,0.36445430,1.00000000
647.96480000,0.38744308,0.36433116,1.00000000
648.44700000,0.38718765,0.36420646,1.00000000
648.92910000,0.38726134,0.36408027,1.00000000
649.41120000,0.38676101,0.36395258,1.00000000
649.89330000,0.38651388,0.36382339,1.00000000
650.37540000,0.38620449,0.36369273,1.00000000
650.85750000,0.38623360,0.36356059,1.00000000
651.33970000,0.38545962,0.36342697,1.00000000
651.82180000,0.38518780,0.36329193,1.00000000
652.30390000,0.38469304,0.36315546,1.00000000
652.78600000,0.38422552,0.36301757,1.00000000
653.26810000,0.38357559,0.36287827,1.00000000
653.75020000,0.38296708,0.36273757,1.00000000
654.23240000,0.38231437,0.36259546,1.00000000
654.71450000,0.38185872,0.36245200,1.00000000
655.19660000,0.38129392,0.36230718,1.00000000
655.67870000,0.38078535,0.36216100,1.00000000
656.16080000,0.38045383,0.36201349,1.00000000
656.64290000,0.37985205,0.36186465,1.00000000
657.12500000,0.37965439,0.36171449,1.00000000
657.60720000,0.37911942,0.36156299,1.00000000
658.08920000,0.37882977,0.36141026,1.00000000
658.57140000,0.37838226,0.36125619,1.00000000
659.05350000,0.37801707,0.36110087,1.00000000
659.53560000,0.37749332,0.36094429,1.00000000
660.01770000,0.37727456,0.36078646,1.00000000
660.49990000,0.37678685,0.36062736,1.00000000
660.98190000,0.37650729,0.36046710,1.00000000
661.46410000,0.37630027,0.36030555,1.00000000
661.94620000,0.37617915,0.36014282,1.00000000
662.42830000,0.37570408,0.35997891,1.00000000
662.91040000,0.37555529,0.35981380,1.00000000
663.39260000,0.37553597,0.35964749,1.00000000
663.87460000,0.37534271,0.35948008,1.00000000
664.35680000,0.37533079,0.35931145,1.00000000
664.83890000,0.37543284,0.35914171,1.00000000
665.32100000,0.37591085,0.35897083,1.00000000
665.80310000,0.37618211,0.35879884,1.00000000
666.28530000,0.37671000,0.35862569,1.00000000
666.76730000,0.37764955,0.35845152,1.00000000
667.24950000,0.37852130,0.35827618,1.00000000
667.73160000,0.37954819,0.35809979,1.00000000
668.21370000,0.38087296,0.35792234,1.00000000
668.69580000,0.38173876,0.35774382,1.00000000
669.17800000,0.38231004,0.35756422,1.00000000
669.66000000,0.38269790,0.35738364,1.00000000
670.14220000,0.38279082,0.35720197,1.00000000
670.62430000,0.38302005,0.35701930,1.00000000
671.10640000,0.38319352,0.35683563,1.00000000
671.58850000,0.38345898,0.35665095,1.00000000
672.07070000,0.38362847,0.35646525,1.00000000
672.55270000,0.38392194,0.35627863,1.00000000
673.03490000,0.38433754,0.35609097,1.00000000
673.51700000,0.38496378,0.35590238,1.00000000
673.99910000,0.38554727,0.35571284,1.00000000
674.48120000,0.38603556,0.35552235,1.00000000
674.96340000,0.38707052,0.35533089,1.00000000
675.44540000,0.38770862,0.35513858,1.00000000
675.92760000,0.38863658,0.35494528,1.00000000
676.40970000,0.38943855,0.35475111,1.00000000
676.89180000,0.39035611,0.35455604,1.00000000
677.37390000,0.39128453,0.35436008,1.00000000
677.85610000,0.39256716,0.35416320,1.00000000
678.33810000,0.39351578,0.35396554,1.00000000
678.82030000,0.39453942,0.35376693,1.00000000
679.30240000,0.39561065,0.35356750,1.00000000
