nu_cm1,R_obs,R_model_best,weight
2123.24200000,0.27494013,0.31508792,1.00000000
2123.72400000,0.27475325,0.31508967,1.00000000
2124.20600000,0.27455028,0.31509067,1.00000000
2124.68800000,0.27428610,0.31509090,1.00000000
2125.17000000,0.27417948,0.31509038,1.00000000
2125.65200000,0.27417022,0.31508910,1.00000000
2126.13500000,0.27374078,0.31508706,1.00000000
2126.61700000,0.27387923,0.31508426,1.00000000
2127.09900000,0.27349717,0.31508071,1.00000000
2127.58100000,0.27340874,0.31507639,1.00000000
2128.06300000,0.27340152,0.31507133,1.00000000
2128.54500000,0.27315935,0.31506550,1.00000000
2129.02700000,0.27300168,0.31505892,1.00000000
2129.50900000,0.27285149,0.31505158,1.00000000
2129.99100000,0.27273819,0.31504349,1.00000000
2130.47400000,0.27260259,0.31503462,1.00000000
2130.95600000,0.27239441,0.31502502,1.00000000
2131.43800000,0.27230295,0.31501466,1.00000000
2131.92000000,0.27214449,0.31500355,1.00000000
2132.40200000,0.27217936,0.31499169,1.00000000
2132.88400000,0.27212650,0.31497907,1.00000000
2133.36600000,0.27192257,0.31496571,1.00000000
2133.84800000,0.27157671,0.31495159,1.00000000
2134.33100000,0.27165963,0.31493669,1.00000000
2134.81300000,0.27135195,0.31492107,1.00000000
2135.29500000,0.27152625,0.31490470,1.00000000
2135.77700000,0.27128010,0.31488759,1.00000000
2136.25900000,0.27103363,0.31486973,1.00000000
2136.74100000,0.27085808,0.31485112,1.00000000
2137.22300000,0.27083827,0.31483177,1.00000000
2137.70500000,0.27080028,0.31481168,1.00000000
2138.18800000,0.27070439,0.31479080,1.00000000
2138.67000000,0.27055329,0.31476922,1.00000000
2139.15200000,0.27028835,0.31474690,1.00000000
2139.63400000,0.27033950,0.31472384,1.00000000
2140.11600000,0.27012305,0.31470004,1.00000000
2140.59800000,0.27002280,0.31467551,1.00000000
2141.08000000,0.26988400,0.31465024,1.00000000
2141.56200000,0.26984158,0.31462424,1.00000000
2142.04400000,0.26975290,0.31459751,1.00000000
2142.52700000,0.26967475,0.31456998,1.00000000
2143.00900000,0.26978588,0.31454179,1.00000000
2143.49100000,0.26972504,0.31451286,1.00000000
2143.97300000,0.26952851,0.31448321,1.00000000
2144.45500000,0.26952571,0.31445283,1.00000000
2144.93700000,0.26943639,0.31442174,1.00000000
2145.41900000,0.26944393,0.31438991,1.00000000
2145.90100000,0.26937146,0.31435737,1.00000000
2146.38400000,0.26924250,0.31432404,1.00000000
2146.86500000,0.26921225,0.31429014,1.00000000
2147.34800000,0.26922249,0.31425537,1.00000000
2147.83000000,0.26901579,0.31421997,1.00000000
2148.31200000,0.26907641,0.31418385,1.00000000
2148.79400000,0.26896869,0.31414702,1.00000000
2149.27600000,0.26888721,0.31410949,1.00000000
2149.75800000,0.26879974,0.31407125,1.00000000
2150.24000000,0.26877715,0.31403231,1.00000000
2150.72200000,0.26875897,0.31399266,1.00000000
2151.20500000,0.26884103,0.31395223,1.00000000
2151.68700000,0.26872685,0.31391119,1.00000000
2152.16900000,0.26855203,0.31386945,1.00000000
2152.65100000,0.26852628,0.31382702,1.00000000
2153.13300000,0.26839338,0.31378390,1.00000000
2153.61500000,0.26848448,0.31374009,1.00000000
2154.09700000,0.26829795,0.31369560,1.00000000
2154.57900000,0.26829334,0.31365042,1.00000000
2155.06200000,0.26835974,0.31360446,1.00000000
2155.54400000,0.26826012,0.31355792,1.00000000
2156.02600000,0.26842808,0.31351071,1.00000000
2156.50800000,0.26827774,0.31346281,1.00000000
2156.99000000,0.26824647,0.31341425,1.00000000
2157.47200000,0.26828037,0.31336502,1.00000000
2157.95400000,0.26821124,0.31331512,1.00000000
2158.43600000,0.26803286,0.31326456,1.00000000
2158.91800000,0.26807896,0.31321333,1.00000000
2159.40100000,0.26800200,0.31316134,1.00000000
2159.88300000,0.26813462,0.31310880,1.00000000
2160.36500000,0.26817687,0.31305561,1.00000000
2160.84700000,0.26795459,0.31300176,1.00000000
2161.32900000,0.26812956,0.31294727,1.00000000
2161.81100000,0.26797273,0.31289213,1.00000000
2162.29300000,0.26811830,0.31283636,1.00000000
2162.77500000,0.26815101,0.31277994,1.00000000
2163.25800000,0.26800744,0.31272277,1.00000000
2163.74000000,0.26808069,0.31266508,1.00000000
2164.22200000,0.26835990,0.31260676,1.00000000
2164.70400000,0.26809233,0.31254781,1.00000000
2165.18600000,0.26827350,0.31248824,1.00000000
2165.66800000,0.26828136,0.31242805,1.00000000
2166.15000000,0.26814825,0.31236724,1.00000000
2166.63200000,0.26812656,0.31230582,1.00000000
2167.11500000,0.26817361,0.31224366,1.00000000
2167.59700000,0.26810376,0.31218101,1.00000000
2168.07900000,0.26812701,0.31211776,1.00000000
2168.56100000,0.26802523,0.31205391,1.00000000
2169.04300000,0.26827187,0.31198946,1.00000000
2169.52500000,0.26809235,0.31192442,1.00000000
2170.00700000,0.26819466,0.31185878,1.00000000
2170.48900000,0.26835097,0.31179255,1.00000000
2170.97100000,0.26835252,0.31172574,1.00000000
2171.45400000,0.26830636,0.31165821,1.00000000
2171.93600000,0.26845513,0.31159024,1.00000000
2172.41800000,0.26843785,0.31152169,1.00000000
2172.90000000,0.26868955,0.31145258,1.00000000
2173.38200000,0.26870693,0.31138290,1.00000000
2173.86400000,0.26850853,0.31131265,1.00000000
2174.34600000,0.26879711,0.31124184,1.00000000
2174.82800000,0.26881751,0.31117048,1.00000000
2175.31100000,0.26877815,0.31109841,1.00000000
2175.79200000,0.26879272,0.31102609,1.00000000
2176.27500000,0.26865442,0.31095293,1.00000000
2176.75700000,0.26886916,0.31087938,1.00000000
2177.23900000,0.26904882,0.31080529,1.00000000
2177.72100000,0.26909916,0.31073066,1.00000000
2178.20300000,0.26937921,0.31065551,1.00000000
2178.68500000,0.26928587,0.31057983,1.00000000
2179.16700000,0.26942951,0.31050362,1.00000000
2179.64900000,0.26954404,0.31042690,1.00000000
2180.13200000,0.26952709,0.31034951,1.00000000
2180.61400000,0.26976623,0.31027176,1.00000000
2181.09600000,0.26985078,0.31019351,1.00000000
2181.57800000,0.27004419,0.31011475,1.00000000
2182.06000000,0.27022150,0.31003550,1.00000000
2182.54200000,0.26998028,0.30995575,1.00000000
2183.02400000,0.27014882,0.30987551,1.00000000
2183.50600000,0.27023824,0.30979479,1.00000000
2183.98900000,0.27044977,0.30971342,1.00000000
2184.47100000,0.27047433,0.30963173,1.00000000
2184.95300000,0.27031293,0.30954958,1.00000000
2185.43500000,0.27055374,0.30946695,1.00000000
2185.91700000,0.27068217,0.30938386,1.00000000
2186.39900000,0.27078023,0.30930031,1.00000000
2186.88100000,0.27089301,0.30921630,1.00000000
2187.36300000,0.27099366,0.30913185,1.00000000
2187.84500000,0.27106574,0.30904694,1.00000000
2188.32800000,0.27115284,0.30896141,1.00000000
2188.81000000,0.27119618,0.30887563,1.00000000
2189.29200000,0.27106369,0.30878940,1.00000000
2189.77400000,0.27153176,0.30870275,1.00000000
2190.25600000,0.27165423,0.30861568,1.00000000
2190.73800000,0.27158047,0.30852818,1.00000000
2191.22000000,0.27193716,0.30844026,1.00000000
2191.70200000,0.27205202,0.30835194,1.00000000
2192.18500000,0.27198582,0.30826302,1.00000000
2192.66700000,0.27206244,0.30817389,1.00000000
2193.14900000,0.27223481,0.30808435,1.00000000
2193.63100000,0.27231272,0.30799443,1.00000000
2194.11300000,0.27249349,0.30790411,1.00000000
2194.59500000,0.27270160,0.30781341,1.00000000
2195.07700000,0.27283515,0.30772233,1.00000000
2195.55900000,0.27295529,0.30763088,1.00000000
2196.04200000,0.27307248,0.30753886,1.00000000
2196.52400000,0.27324671,0.30744667,1.00000000
2197.00600000,0.27338070,0.30735412,1.00000000
2197.48800000,0.27347771,0.30726122,1.00000000
2197.97000000,0.27374927,0.30716796,1.00000000
2198.45200000,0.27380963,0.30707436,1.00000000
2198.93400000,0.27387163,0.30698042,1.00000000
2199.41600000,0.27417507,0.30688614,1.00000000
2199.89800000,0.27429736,0.30679152,1.00000000
2200.38100000,0.27438426,0.30669639,1.00000000
2200.86300000,0.27458906,0.30660113,1.00000000
2201.34500000,0.27457232,0.30650555,1.00000000
2201.82700000,0.27499022,0.30640966,1.00000000
2202.30900000,0.27502149,0.30631347,1.00000000
2202.79100000,0.27518521,0.30621697,1.00000000
2203.27300000,0.27531589,0.30612017,1.00000000
2203.75500000,0.27565429,0.30602309,1.00000000
2204.23800000,0.27564009,0.30592551,1.00000000
2204.71900000,0.27601770,0.30582806,1.00000000
2205.20200000,0.27619548,0.30572992,1.00000000
2205.68400000,0.27630042,0.30563171,1.00000000
2206.16600000,0.27638287,0.30553324,1.00000000
2206.64800000,0.27666545,0.30543451,1.00000000
2207.13000000,0.27677868,0.30533552,1.00000000
2207.61200000,0.27697078,0.30523627,1.00000000
2208.09400000,0.27720612,0.30513679,1.00000000
2208.57600000,0.27737807,0.30503706,1.00000000
2209.05900000,0.27747928,0.30493688,1.00000000
2209.54100000,0.27780718,0.30483668,1.00000000
2210.02300000,0.27781818,0.30473626,1.00000000
2210.50500000,0.27800958,0.30463562,1.00000000
2210.98700000,0.27839497,0.30453476,1.00000000
2211.46900000,0.27845959,0.30443369,1.00000000
2211.95100000,0.27880112,0.30433241,1.00000000
2212.43300000,0.27889815,0.30423093,1.00000000
2212.91600000,0.27895530,0.30412905,1.00000000
2213.39800000,0.27902092,0.30402719,1.00000000
2213.88000000,0.27922136,0.30392515,1.00000000
2214.36200000,0.27947245,0.30382293,1.00000000
2214.84400000,0.27972712,0.30372053,1.00000000
2215.32600000,0.27989150,0.30361797,1.00000000
2215.80800000,0.28017923,0.30351524,1.00000000
2216.29000000,0.28024561,0.30341235,1.00000000
2216.77200000,0.28068943,0.30330931,1.00000000
2217.25500000,0.28076944,0.30320591,1.00000000
2217.73700000,0.28101419,0.30310258,1.00000000
2218.21900000,0.28121469,0.30299912,1.00000000
2218.70100000,0.28140347,0.30289552,1.00000000
2219.18300000,0.28151596,0.30279180,1.00000000
2219.66500000,0.28161613,0.30268796,1.00000000
2220.14700000,0.28198506,0.30258400,1.00000000
2220.62900000,0.28207581,0.30247993,1.00000000
2221.11200000,0.28210886,0.30237555,1.00000000
2221.59400000,0.28237482,0.30227127,1.00000000
2222.07600000,0.28252674,0.30216691,1.00000000
2222.55800000,0.28291993,0.30206245,1.00000000
2223.04000000,0.28304364,0.30195792,1.00000000
2223.52200000,0.28329413,0.30185330,1.00000000
2224.00400000,0.28339491,0.30174862,1.00000000
2224.48600000,0.28404556,0.30164386,1.00000000
2224.96900000,0.28404765,0.30153883,1.00000000
2225.45100000,0.28433855,0.30143396,1.00000000
2225.93300000,0.28455267,0.30132903,1.00000000
2226.41500000,0.28475246,0.30122407,1.00000000
2226.89700000,0.28497824,0.30111906,1.00000000
2227.37900000,0.28523752,0.30101402,1.00000000
2227.86100000,0.28558884,0.30090895,1.00000000
2228.34300000,0.28582844,0.30080385,1.00000000
2228.82500000,0.28593102,0.30069874,1.00000000
2229.30800000,0.28608696,0.30059339,1.00000000
2229.79000000,0.28619742,0.30048826,1.00000000
2230.27200000,0.28659056,0.30038312,1.00000000
2230.75400000,0.28667262,0.30027799,1.00000000
2231.23600000,0.28729755,0.30017287,1.00000000
2231.71800000,0.28730021,0.30006776,1.00000000
2232.20000000,0.28759203,0.29996267,1.00000000
2232.68200000,0.28765101,0.29985760,1.00000000
2233.16500000,0.28801190,0.29975235,1.00000000
2233.64600000,0.28803575,0.29964757,1.00000000
2234.12900000,0.28814918,0.29954239,1.00000000
2234.61100000,0.28858760,0.29943748,1.00000000
2235.09300000,0.28864656,0.29933262,1.00000000
2235.57500000,0.28917696,0.29922782,1.00000000
2236.05700000,0.28922825,0.29912308,1.00000000
2236.53900000,0.28947179,0.29901840,1.00000000
2237.02100000,0.28967846,0.29891381,1.00000000
2237.50300000,0.28964796,0.29880929,1.00000000
2237.98600000,0.29008748,0.29870464,1.00000000
2238.46800000,0.29038063,0.29860029,1.00000000
2238.95000000,0.29047890,0.29849604,1.00000000
2239.43200000,0.29064239,0.29839189,1.00000000
2239.91400000,0.29098875,0.29828785,1.00000000
2240.39600000,0.29110846,0.29818391,1.00000000
2240.87800000,0.29134441,0.29808010,1.00000000
2241.36000000,0.29170971,0.29797640,1.00000000
2241.84300000,0.29189430,0.29787262,1.00000000
2242.32500000,0.29198723,0.29776918,1.00000000
2242.80700000,0.29199823,0.29766588,1.00000000
2243.28900000,0.29253362,0.29756273,1.00000000
2243.77100000,0.29253637,0.29745972,1.00000000
2244.25300000,0.29287713,0.29735687,1.00000000
2244.73500000,0.29311039,0.29725418,1.00000000
2245.21700000,0.29335664,0.29715165,1.00000000
2245.69900000,0.29352825,0.29704928,1.00000000
2246.18200000,0.29376539,0.29694689,1.00000000
2246.66400000,0.29391586,0.29684488,1.00000000
2247.14600000,0.29418800,0.29674306,1.00000000
2247.62800000,0.29452007,0.29664143,1.00000000
2248.11000000,0.29475212,0.29654000,1.00000000
2248.59200000,0.29496206,0.29643876,1.00000000
2249.07400000,0.29512062,0.29633773,1.00000000
2249.55600000,0.29535949,0.29623692,1.00000000
2250.03900000,0.29558487,0.29613611,1.00000000
2250.52100000,0.29578386,0.29603573,1.00000000
2251.00300000,0.29604911,0.29593558,1.00000000
2251.48500000,0.29618450,0.29583566,1.00000000
2251.96700000,0.29640241,0.29573598,1.00000000
2252.44900000,0.29680619,0.29563654,1.00000000
2252.93100000,0.29692300,0.29553734,1.00000000
2253.41300000,0.29722350,0.29543840,1.00000000
2253.89600000,0.29731423,0.29533952,1.00000000
2254.37800000,0.29759016,0.29524110,1.00000000
2254.86000000,0.29787502,0.29514294,1.00000000
2255.34200000,0.29810608,0.29504506,1.00000000
2255.82400000,0.29818704,0.29494746,1.00000000
2256.30600000,0.29850409,0.29485014,1.00000000
2256.78800000,0.29884370,0.29475311,1.00000000
2257.27000000,0.29916682,0.29465637,1.00000000
2257.75200000,0.29910757,0.29455992,1.00000000
2258.23500000,0.29951132,0.29446359,1.00000000
2258.71700000,0.29964325,0.29436775,1.00000000
2259.19900000,0.30000438,0.29427223,1.00000000
2259.68100000,0.30012901,0.29417703,1.00000000
2260.16300000,0.30032705,0.29408215,1.00000000
2260.64500000,0.30082142,0.29398760,1.00000000
2261.12700000,0.30077290,0.29389338,1.00000000
2261.60900000,0.30091670,0.29379949,1.00000000
2262.09200000,0.30130011,0.29370576,1.00000000
2262.57300000,0.30149205,0.29361276,1.00000000
2263.05600000,0.30163884,0.29351972,1.00000000
2263.53800000,0.30203118,0.29342723,1.00000000
2264.02000000,0.30221456,0.29333510,1.00000000
2264.50200000,0.30227027,0.29324334,1.00000000
2264.98400000,0.30240668,0.29315195,1.00000000
2265.46600000,0.30274776,0.29306093,1.00000000
2265.94800000,0.30313737,0.29297029,1.00000000
2266.43000000,0.30320839,0.29288003,1.00000000
2266.91300000,0.30348222,0.29278998,1.00000000
2267.39500000,0.30349765,0.29270051,1.00000000
2267.87700000,0.30385778,0.29261144,1.00000000
2268.35900000,0.30425071,0.29252277,1.00000000
2268.84100000,0.30433888,0.29243450,1.00000000
