sigma_percent,theta_deg,rep,t_nls_um,success
0.50000000,15.00000000,31.00000000,9.99997409,1.00000000
0.50000000,15.00000000,32.00000000,10.00019662,1.00000000
0.50000000,15.00000000,33.00000000,9.99985492,1.00000000
0.50000000,15.00000000,34.00000000,10.00006424,1.00000000
0.50000000,15.00000000,35.00000000,10.00051589,1.00000000
0.50000000,15.00000000,36.00000000,9.99973507,1.00000000
0.50000000,15.00000000,37.00000000,10.00011865,1.00000000
0.50000000,15.00000000,38.00000000,9.99997148,1.00000000
0.50000000,15.00000000,39.00000000,9.99990084,1.00000000
0.50000000,15.00000000,40.00000000,9.99982589,1.00000000
0.50000000,15.00000000,41.00000000,9.99975742,1.00000000
0.50000000,15.00000000,42.00000000,10.00025761,1.00000000
0.50000000,15.00000000,43.00000000,10.00019606,1.00000000
0.50000000,15.00000000,44.00000000,9.99986975,1.00000000
0.50000000,15.00000000,45.00000000,10.00000278,1.00000000
0.50000000,15.00000000,46.00000000,10.00011918,1.00000000
0.50000000,15.00000000,47.00000000,9.99975106,1.00000000
0.50000000,15.00000000,48.00000000,9.99998074,1.00000000
0.50000000,15.00000000,49.00000000,10.00042052,1.00000000
0.50000000,15.00000000,50.00000000,9.99953393,1.00000000
0.50000000,15.00000000,51.00000000,10.00031015,1.00000000
0.50000000,15.00000000,52.00000000,9.99956593,1.00000000
0.50000000,15.00000000,53.00000000,10.00000024,1.00000000
0.50000000,15.00000000,54.00000000,10.00001774,1.00000000
0.50000000,15.00000000,55.00000000,9.99971602,1.00000000
0.50000000,15.00000000,56.00000000,10.00004748,1.00000000
0.50000000,15.00000000,57.00000000,9.99985606,1.00000000
0.50000000,15.00000000,58.00000000,10.00011315,1.00000000
0.50000000,15.00000000,59.00000000,9.99971332,1.00000000
0.50000000,15.00000000,60.00000000,10.00032458,1.00000000
0.50000000,15.00000000,61.00000000,10.00011029,1.00000000
0.50000000,15.00000000,62.00000000,10.00026702,1.00000000
0.50000000,15.00000000,63.00000000,10.00023820,1.00000000
0.50000000,15.00000000,64.00000000,9.99997794,1.00000000
0.50000000,15.00000000,65.00000000,10.00026749,1.00000000
0.50000000,15.00000000,66.00000000,9.99998492,1.00000000
0.50000000,15.00000000,67.00000000,9.99982631,1.00000000
0.50000000,15.00000000,68.00000000,10.00028754,1.00000000
0.50000000,15.00000000,69.00000000,10.00044444,1.00000000
0.50000000,15.00000000,70.00000000,9.99955245,1.00000000
0.50000000,15.00000000,71.00000000,10.00004204,1.00000000
0.50000000,15.00000000,72.00000000,10.00003844,1.00000000
0.50000000,15.00000000,73.00000000,10.00042893,1.00000000
0.50000000,15.00000000,74.00000000,9.99971804,1.00000000
0.50000000,15.00000000,75.00000000,10.00002498,1.00000000
0.50000000,15.00000000,76.00000000,9.99989492,1.00000000
0.50000000,15.00000000,77.00000000,9.99968896,1.00000000
0.50000000,15.00000000,78.00000000,9.99976132,1.00000000
0.50000000,15.00000000,79.00000000,9.99945447,1.00000000
0.50000000,15.00000000,80.00000000,9.99946270,1.00000000
0.50000000,15.00000000,81.00000000,10.00000307,1.00000000
0.50000000,15.00000000,82.00000000,10.00011633,1.00000000
0.50000000,15.00000000,83.00000000,9.99955628,1.00000000
0.50000000,15.00000000,84.00000000,10.00011755,1.00000000
0.50000000,15.00000000,85.00000000,10.00045768,1.00000000
0.50000000,15.00000000,86.00000000,10.00061907,1.00000000
0.50000000,15.00000000,87.00000000,9.99949298,1.00000000
0.50000000,15.00000000,88.00000000,10.00027575,1.00000000
0.50000000,15.00000000,89.00000000,9.99970294,1.00000000
0.50000000,15.00000000,90.00000000,9.99978063,1.00000000
0.50000000,15.00000000,91.00000000,10.00049218,1.00000000
0.50000000,15.00000000,92.00000000,9.99991021,1.00000000
0.50000000,15.00000000,93.00000000,10.00029724,1.00000000
0.50000000,15.00000000,94.00000000,9.99967630,1.00000000
0.50000000,15.00000000,95.00000000,9.99932911,1.00000000
0.50000000,15.00000000,96.00000000,10.00001342,1.00000000
0.50000000,15.00000000,97.00000000,10.00026150,1.00000000
0.50000000,15.00000000,98.00000000,9.99980789,1.00000000
0.50000000,15.00000000,99.00000000,9.99972433,1.00000000
1.00000000,10.00000000,0.00000000,10.00087961,1.00000000
1.00000000,10.00000000,1.00000000,10.00014371,1.00000000
1.00000000,10.00000000,2.00000000,10.00007094,1.00000000
1.00000000,10.00000000,3.00000000,9.99925776,1.00000000
1.00000000,10.00000000,4.00000000,10.00041532,1.00000000
1.00000000,10.00000000,5.00000000,10.00036252,1.00000000
1.00000000,10.00000000,6.00000000,10.00027792,1.00000000
1.00000000,10.00000000,7.00000000,10.00028042,1.00000000
1.00000000,10.00000000,8.00000000,9.99944597,1.00000000
1.00000000,10.00000000,9.00000000,10.00025993,1.00000000
1.00000000,10.00000000,10.00000000,9.99965822,1.00000000
1.00000000,10.00000000,11.00000000,10.00019340,1.00000000
1.00000000,10.00000000,12.00000000,9.99911676,1.00000000
1.00000000,10.00000000,13.00000000,10.00048238,1.00000000
1.00000000,10.00000000,14.00000000,10.00008823,1.00000000
1.00000000,10.00000000,15.00000000,10.00012099,1.00000000
1.00000000,10.00000000,16.00000000,9.99968370,1.00000000
1.00000000,10.00000000,17.00000000,10.00078690,1.00000000
1.00000000,10.00000000,18.00000000,9.99897981,1.00000000
1.00000000,10.00000000,19.00000000,10.00103480,1.00000000
1.00000000,10.00000000,20.00000000,10.00008173,1.00000000
1.00000000,10.00000000,21.00000000,10.00037870,1.00000000
1.00000000,10.00000000,22.00000000,9.99959596,1.00000000
1.00000000,10.00000000,23.00000000,9.99868453,1.00000000
1.00000000,10.00000000,24.00000000,10.00131166,1.00000000
1.00000000,10.00000000,25.00000000,10.00080521,1.00000000
1.00000000,10.00000000,26.00000000,9.99931421,1.00000000
1.00000000,10.00000000,27.00000000,9.99966569,1.00000000
1.00000000,10.00000000,28.00000000,10.00050764,1.00000000
1.00000000,10.00000000,29.00000000,9.99983398,1.00000000
1.00000000,10.00000000,30.00000000,9.99921171,1.00000000
1.00000000,10.00000000,31.00000000,9.99948127,1.00000000
1.00000000,10.00000000,32.00000000,10.00005451,1.00000000
1.00000000,10.00000000,33.00000000,10.00026214,1.00000000
1.00000000,10.00000000,34.00000000,9.99979340,1.00000000
1.00000000,10.00000000,35.00000000,10.00003654,1.00000000
1.00000000,10.00000000,36.00000000,10.00009710,1.00000000
1.00000000,10.00000000,37.00000000,9.99984068,1.00000000
1.00000000,10.00000000,38.00000000,10.00007485,1.00000000
1.00000000,10.00000000,39.00000000,10.00049039,1.00000000
1.00000000,10.00000000,40.00000000,10.00116436,1.00000000
1.00000000,10.00000000,41.00000000,9.99979881,1.00000000
1.00000000,10.00000000,42.00000000,10.00037009,1.00000000
1.00000000,10.00000000,43.00000000,9.99952370,1.00000000
1.00000000,10.00000000,44.00000000,9.99880122,1.00000000
1.00000000,10.00000000,45.00000000,10.00017881,1.00000000
1.00000000,10.00000000,46.00000000,9.99935671,1.00000000
1.00000000,10.00000000,47.00000000,10.00028516,1.00000000
1.00000000,10.00000000,48.00000000,10.00032258,1.00000000
1.00000000,10.00000000,49.00000000,10.00005926,1.00000000
1.00000000,10.00000000,50.00000000,9.99920453,1.00000000
1.00000000,10.00000000,51.00000000,10.00074349,1.00000000
1.00000000,10.00000000,52.00000000,10.00020667,1.00000000
1.00000000,10.00000000,53.00000000,9.99840805,1.00000000
1.00000000,10.00000000,54.00000000,9.99997308,1.00000000
1.00000000,10.00000000,55.00000000,9.99961371,1.00000000
1.00000000,10.00000000,56.00000000,10.00070379,1.00000000
1.00000000,10.00000000,57.00000000,10.00026958,1.00000000
1.00000000,10.00000000,58.00000000,10.00140309,1.00000000
1.00000000,10.00000000,59.00000000,10.00000326,1.00000000
1.00000000,10.00000000,60.00000000,9.99990628,1.00000000
1.00000000,10.00000000,61.00000000,10.00005451,1.00000000
1.00000000,10.00000000,62.00000000,10.00017887,1.00000000
1.00000000,10.00000000,63.00000000,9.99976926,1.00000000
1.00000000,10.00000000,64.00000000,9.99989226,1.00000000
1.00000000,10.00000000,65.00000000,9.99979160,1.00000000
1.00000000,10.00000000,66.00000000,9.99987781,1.00000000
1.00000000,10.00000000,67.00000000,9.99950849,1.00000000
1.00000000,10.00000000,68.00000000,9.99981605,1.00000000
1.00000000,10.00000000,69.00000000,9.99976348,1.00000000
1.00000000,10.00000000,70.00000000,10.00015712,1.00000000
1.00000000,10.00000000,71.00000000,9.99991169,1.00000000
1.00000000,10.00000000,72.00000000,9.99930197,1.00000000
1.00000000,10.00000000,73.00000000,9.99982374,1.00000000
1.00000000,10.00000000,74.00000000,10.00029971,1.00000000
1.00000000,10.00000000,75.00000000,9.99974077,1.00000000
1.00000000,10.00000000,76.00000000,10.00025873,1.00000000
1.00000000,10.00000000,77.00000000,9.99995503,1.00000000
1.00000000,10.00000000,78.00000000,9.99974126,1.00000000
1.00000000,10.00000000,79.00000000,10.00009471,1.00000000
1.00000000,10.00000000,80.00000000,9.99949557,1.00000000
1.00000000,10.00000000,81.00000000,9.99966597,1.00000000
1.00000000,10.00000000,82.00000000,9.99962305,1.00000000
1.00000000,10.00000000,83.00000000,10.00087021,1.00000000
1.00000000,10.00000000,84.00000000,9.99938984,1.00000000
1.00000000,10.00000000,85.00000000,10.00019648,1.00000000
1.00000000,10.00000000,86.00000000,10.00043604,1.00000000
1.00000000,10.00000000,87.00000000,9.99978626,1.00000000
1.00000000,10.00000000,88.00000000,9.99941319,1.00000000
1.00000000,10.00000000,89.00000000,9.99972676,1.00000000
1.00000000,10.00000000,90.00000000,9.99955895,1.00000000
1.00000000,10.00000000,91.00000000,10.00096611,1.00000000
1.00000000,10.00000000,92.00000000,10.00105434,1.00000000
1.00000000,10.00000000,93.00000000,9.99987809,1.00000000
1.00000000,10.00000000,94.00000000,9.99918742,1.00000000
1.00000000,10.00000000,95.00000000,9.99939511,1.00000000
1.00000000,10.00000000,96.00000000,9.99953513,1.00000000
1.00000000,10.00000000,97.00000000,9.99943907,1.00000000
1.00000000,10.00000000,98.00000000,10.00006080,1.00000000
1.00000000,10.00000000,99.00000000,9.99944090,1.00000000
1.00000000,15.00000000,0.00000000,10.00019555,1.00000000
1.00000000,15.00000000,1.00000000,9.99979810,1.00000000
1.00000000,15.00000000,2.00000000,9.99997478,1.00000000
1.00000000,15.00000000,3.00000000,10.00094484,1.00000000
1.00000000,15.00000000,4.00000000,9.99882383,1.00000000
1.00000000,15.00000000,5.00000000,9.99991012,1.00000000
1.00000000,15.00000000,6.00000000,10.00044370,1.00000000
1.00000000,15.00000000,7.00000000,10.00050880,1.00000000
1.00000000,15.00000000,8.00000000,10.00106113,1.00000000
1.00000000,15.00000000,9.00000000,9.99967128,1.00000000
1.00000000,15.00000000,10.00000000,9.99956491,1.00000000
1.00000000,15.00000000,11.00000000,10.00095767,1.00000000
1.00000000,15.00000000,12.00000000,9.99910879,1.00000000
1.00000000,15.00000000,13.00000000,10.00066628,1.00000000
1.00000000,15.00000000,14.00000000,9.99982730,1.00000000
1.00000000,15.00000000,15.00000000,9.99951944,1.00000000
1.00000000,15.00000000,16.00000000,9.99902437,1.00000000
1.00000000,15.00000000,17.00000000,9.99963738,1.00000000
1.00000000,15.00000000,18.00000000,10.00014075,1.00000000
1.00000000,15.00000000,19.00000000,9.99919707,1.00000000
1.00000000,15.00000000,20.00000000,10.00059739,1.00000000
1.00000000,15.00000000,21.00000000,10.00053327,1.00000000
1.00000000,15.00000000,22.00000000,10.00067019,1.00000000
1.00000000,15.00000000,23.00000000,10.00042312,1.00000000
1.00000000,15.00000000,24.00000000,9.99935520,1.00000000
1.00000000,15.00000000,25.00000000,9.99931423,1.00000000
1.00000000,15.00000000,26.00000000,9.99960877,1.00000000
1.00000000,15.00000000,27.00000000,9.99990356,1.00000000
1.00000000,15.00000000,28.00000000,9.99959290,1.00000000
1.00000000,15.00000000,29.00000000,9.99965743,1.00000000
1.00000000,15.00000000,30.00000000,10.00004499,1.00000000
1.00000000,15.00000000,31.00000000,10.00011869,1.00000000
1.00000000,15.00000000,32.00000000,9.99974358,1.00000000
1.00000000,15.00000000,33.00000000,9.99917698,1.00000000
1.00000000,15.00000000,34.00000000,10.00033474,1.00000000
1.00000000,15.00000000,35.00000000,10.00025927,1.00000000
1.00000000,15.00000000,36.00000000,10.00044503,1.00000000
1.00000000,15.00000000,37.00000000,10.00017899,1.00000000
1.00000000,15.00000000,38.00000000,10.00088850,1.00000000
1.00000000,15.00000000,39.00000000,9.99876972,1.00000000
1.00000000,15.00000000,40.00000000,10.00083100,1.00000000
1.00000000,15.00000000,41.00000000,9.99963915,1.00000000
1.00000000,15.00000000,42.00000000,10.00072688,1.00000000
1.00000000,15.00000000,43.00000000,9.99913026,1.00000000
1.00000000,15.00000000,44.00000000,10.00070226,1.00000000
1.00000000,15.00000000,45.00000000,10.00056517,1.00000000
1.00000000,15.00000000,46.00000000,10.00031490,1.00000000
1.00000000,15.00000000,47.00000000,9.99910295,1.00000000
1.00000000,15.00000000,48.00000000,9.99990440,1.00000000
1.00000000,15.00000000,49.00000000,10.00020643,1.00000000
1.00000000,15.00000000,50.00000000,9.99964112,1.00000000
1.00000000,15.00000000,51.00000000,9.99962259,1.00000000
1.00000000,15.00000000,52.00000000,9.99938921,1.00000000
1.00000000,15.00000000,53.00000000,10.00007082,1.00000000
1.00000000,15.00000000,54.00000000,9.99964134,1.00000000
1.00000000,15.00000000,55.00000000,9.99999788,1.00000000
1.00000000,15.00000000,56.00000000,9.99902796,1.00000000
1.00000000,15.00000000,57.00000000,10.00030340,1.00000000
1.00000000,15.00000000,58.00000000,10.00000629,1.00000000
1.00000000,15.00000000,59.00000000,9.99971196,1.00000000
1.00000000,15.00000000,60.00000000,9.99989960,1.00000000
1.00000000,15.00000000,61.00000000,9.99987392,1.00000000
1.00000000,15.00000000,62.00000000,10.00007690,1.00000000
1.00000000,15.00000000,63.00000000,9.99922143,1.00000000
1.00000000,15.00000000,64.00000000,9.99935394,1.00000000
1.00000000,15.00000000,65.00000000,10.00012407,1.00000000
1.00000000,15.00000000,66.00000000,9.99988571,1.00000000
1.00000000,15.00000000,67.00000000,9.99941203,1.00000000
1.00000000,15.00000000,68.00000000,9.99976651,1.00000000
1.00000000,15.00000000,69.00000000,10.00050391,1.00000000
1.00000000,15.00000000,70.00000000,10.00009674,1.00000000
1.00000000,15.00000000,71.00000000,10.00017221,1.00000000
1.00000000,15.00000000,72.00000000,10.00002761,1.00000000
1.00000000,15.00000000,73.00000000,10.00016684,1.00000000
1.00000000,15.00000000,74.00000000,10.00050073,1.00000000
1.00000000,15.00000000,75.00000000,10.00029119,1.00000000
1.00000000,15.00000000,76.00000000,10.00011518,1.00000000
1.00000000,15.00000000,77.00000000,9.99962783,1.00000000
1.00000000,15.00000000,78.00000000,9.99958459,1.00000000
1.00000000,15.00000000,79.00000000,9.99904656,1.00000000
1.00000000,15.00000000,80.00000000,9.99944862,1.00000000
1.00000000,15.00000000,81.00000000,9.99990838,1.00000000
1.00000000,15.00000000,82.00000000,10.00083108,1.00000000
1.00000000,15.00000000,83.00000000,10.00010226,1.00000000
1.00000000,15.00000000,84.00000000,10.00023091,1.00000000
1.00000000,15.00000000,85.00000000,9.99994820,1.00000000
1.00000000,15.00000000,86.00000000,9.99966608,1.00000000
1.00000000,15.00000000,87.00000000,10.00062869,1.00000000
1.00000000,15.00000000,88.00000000,10.00158550,1.00000000
1.00000000,15.00000000,89.00000000,9.99962705,1.00000000
1.00000000,15.00000000,90.00000000,9.99951467,1.00000000
1.00000000,15.00000000,91.00000000,9.99889798,1.00000000
1.00000000,15.00000000,92.00000000,10.00104390,1.00000000
1.00000000,15.00000000,93.00000000,10.00028192,1.00000000
1.00000000,15.00000000,94.00000000,10.00084703,1.00000000
1.00000000,15.00000000,95.00000000,9.99987117,1.00000000
1.00000000,15.00000000,96.00000000,10.00034672,1.00000000
1.00000000,15.00000000,97.00000000,9.99999667,1.00000000
1.00000000,15.00000000,98.00000000,9.99975180,1.00000000
1.00000000,15.00000000,99.00000000,10.00063153,1.00000000
2.00000000,10.00000000,0.00000000,10.00004422,1.00000000
2.00000000,10.00000000,1.00000000,9.99992360,1.00000000
2.00000000,10.00000000,2.00000000,9.99781667,1.00000000
2.00000000,10.00000000,3.00000000,9.99964611,1.00000000
2.00000000,10.00000000,4.00000000,10.00156598,1.00000000
2.00000000,10.00000000,5.00000000,9.99952208,1.00000000
2.00000000,10.00000000,6.00000000,9.99907833,1.00000000
2.00000000,10.00000000,7.00000000,10.00121667,1.00000000
2.00000000,10.00000000,8.00000000,10.00060154,1.00000000
2.00000000,10.00000000,9.00000000,9.99938006,1.00000000
2.00000000,10.00000000,10.00000000,10.00027757,1.00000000
2.00000000,10.00000000,11.00000000,9.99696993,1.00000000
2.00000000,10.00000000,12.00000000,9.99977356,1.00000000
2.00000000,10.00000000,13.00000000,9.99943313,1.00000000
2.00000000,10.00000000,14.00000000,9.99805309,1.00000000
2.00000000,10.00000000,15.00000000,9.99994835,1.00000000
2.00000000,10.00000000,16.00000000,9.99926255,1.00000000
2.00000000,10.00000000,17.00000000,9.99916589,1.00000000
2.00000000,10.00000000,18.00000000,10.00000407,1.00000000
2.00000000,10.00000000,19.00000000,10.00054074,1.00000000
2.00000000,10.00000000,20.00000000,10.00040740,1.00000000
2.00000000,10.00000000,21.00000000,10.00074566,1.00000000
2.00000000,10.00000000,22.00000000,9.99811759,1.00000000
2.00000000,10.00000000,23.00000000,10.00088179,1.00000000
2.00000000,10.00000000,24.00000000,10.00116426,1.00000000
2.00000000,10.00000000,25.00000000,9.99842710,1.00000000
2.00000000,10.00000000,26.00000000,9.99898194,1.00000000
2.00000000,10.00000000,27.00000000,10.00051901,1.00000000
2.00000000,10.00000000,28.00000000,10.00052462,1.00000000
2.00000000,10.00000000,29.00000000,10.00017753,1.00000000
2.00000000,10.00000000,30.00000000,9.99833495,1.00000000
2.00000000,10.00000000,31.00000000,9.99936254,1.00000000
2.00000000,10.00000000,32.00000000,9.99799087,1.00000000
2.00000000,10.00000000,33.00000000,10.00113537,1.00000000
2.00000000,10.00000000,34.00000000,9.99971488,1.00000000
2.00000000,10.00000000,35.00000000,10.00025560,1.00000000
2.00000000,10.00000000,36.00000000,10.00087985,1.00000000
2.00000000,10.00000000,37.00000000,9.99902054,1.00000000
2.00000000,10.00000000,38.00000000,10.00032907,1.00000000
2.00000000,10.00000000,39.00000000,10.00063702,1.00000000
2.00000000,10.00000000,40.00000000,9.99851003,1.00000000
2.00000000,10.00000000,41.00000000,10.00036272,1.00000000
2.00000000,10.00000000,42.00000000,10.00050354,1.00000000
2.00000000,10.00000000,43.00000000,10.00008931,1.00000000
2.00000000,10.00000000,44.00000000,9.99942649,1.00000000
2.00000000,10.00000000,45.00000000,9.99970503,1.00000000
2.00000000,10.00000000,46.00000000,10.00012875,1.00000000
2.00000000,10.00000000,47.00000000,10.00159299,1.00000000
2.00000000,10.00000000,48.00000000,10.00097580,1.00000000
2.00000000,10.00000000,49.00000000,10.00149713,1.00000000
2.00000000,10.00000000,50.00000000,10.00181820,1.00000000
2.00000000,10.00000000,51.00000000,9.99991884,1.00000000
2.00000000,10.00000000,52.00000000,9.99962697,1.00000000
2.00000000,10.00000000,53.00000000,9.99969667,1.00000000
2.00000000,10.00000000,54.00000000,10.00134538,1.00000000
2.00000000,10.00000000,55.00000000,9.99900687,1.00000000
2.00000000,10.00000000,56.00000000,9.99750505,1.00000000
2.00000000,10.00000000,57.00000000,10.00122887,1.00000000
2.00000000,10.00000000,58.00000000,10.00101760,1.00000000
2.00000000,10.00000000,59.00000000,10.00199730,1.00000000
2.00000000,10.00000000,60.00000000,10.00010217,1.00000000
2.00000000,10.00000000,61.00000000,9.99984333,1.00000000
2.00000000,10.00000000,62.00000000,9.99910677,1.00000000
2.00000000,10.00000000,63.00000000,9.99893924,1.00000000
2.00000000,10.00000000,64.00000000,10.00164253,1.00000000
