nu_cm1,R_obs,R_model_best,weight
2047.55000000,0.18115471,0.17699669,1.00000000
2048.03200000,0.18129529,0.17689327,1.00000000
2048.51400000,0.18138838,0.17679099,1.00000000
2048.99600000,0.18167712,0.17668986,1.00000000
2049.47800000,0.18170552,0.17658989,1.00000000
2049.96000000,0.18170892,0.17649110,1.00000000
2050.44200000,0.18172604,0.17639350,1.00000000
2050.92400000,0.18203765,0.17629710,1.00000000
2051.40600000,0.18208759,0.17620193,1.00000000
2051.88900000,0.18219887,0.17610778,1.00000000
2052.37100000,0.18230558,0.17601508,1.00000000
2052.85300000,0.18242154,0.17592363,1.00000000
2053.33500000,0.18267537,0.17583344,1.00000000
2053.81700000,0.18273963,0.17574454,1.00000000
2054.29900000,0.18287346,0.17565692,1.00000000
2054.78100000,0.18275853,0.17557061,1.00000000
2055.26300000,0.18301081,0.17548561,1.00000000
2055.74600000,0.18315563,0.17540177,1.00000000
2056.22800000,0.18321717,0.17531943,1.00000000
2056.71000000,0.18319994,0.17523845,1.00000000
2057.19200000,0.18347124,0.17515882,1.00000000
2057.67400000,0.18331209,0.17508056,1.00000000
2058.15600000,0.18346246,0.17500367,1.00000000
2058.63800000,0.18351495,0.17492818,1.00000000
2059.12000000,0.18365428,0.17485408,1.00000000
2059.60300000,0.18391521,0.17478125,1.00000000
2060.08400000,0.18368654,0.17471012,1.00000000
2060.56700000,0.18387991,0.17464014,1.00000000
2061.04900000,0.18392415,0.17457173,1.00000000
2061.53100000,0.18400740,0.17450477,1.00000000
2062.01300000,0.18435290,0.17443926,1.00000000
2062.49500000,0.18416791,0.17437521,1.00000000
2062.97700000,0.18426798,0.17431263,1.00000000
2063.45900000,0.18451311,0.17425153,1.00000000
2063.94100000,0.18451022,0.17419192,1.00000000
2064.42400000,0.18445189,0.17413368,1.00000000
2064.90600000,0.18470984,0.17407705,1.00000000
2065.38800000,0.18489481,0.17402194,1.00000000
2065.87000000,0.18475340,0.17396834,1.00000000
2066.35200000,0.18497797,0.17391626,1.00000000
2066.83400000,0.18501968,0.17386571,1.00000000
2067.31600000,0.18518952,0.17381668,1.00000000
2067.79800000,0.18508157,0.17376920,1.00000000
2068.28100000,0.18525919,0.17372317,1.00000000
2068.76300000,0.18529211,0.17367878,1.00000000
2069.24500000,0.18494213,0.17363595,1.00000000
2069.72700000,0.18544712,0.17359468,1.00000000
2070.20900000,0.18534784,0.17355498,1.00000000
2070.69100000,0.18546854,0.17351684,1.00000000
2071.17300000,0.18543005,0.17348028,1.00000000
2071.65500000,0.18554535,0.17344529,1.00000000
2072.13700000,0.18573151,0.17341189,1.00000000
2072.62000000,0.18556581,0.17338001,1.00000000
2073.10200000,0.18558690,0.17334978,1.00000000
2073.58400000,0.18563062,0.17332115,1.00000000
2074.06600000,0.18588612,0.17329411,1.00000000
2074.54800000,0.18577861,0.17326867,1.00000000
2075.03000000,0.18594495,0.17324483,1.00000000
2075.51200000,0.18595716,0.17322259,1.00000000
2075.99400000,0.18610683,0.17320196,1.00000000
2076.47700000,0.18607146,0.17318290,1.00000000
2076.95900000,0.18625714,0.17316548,1.00000000
2077.44100000,0.18622567,0.17314968,1.00000000
2077.92300000,0.18618127,0.17313548,1.00000000
2078.40500000,0.18633318,0.17312290,1.00000000
2078.88700000,0.18642560,0.17311193,1.00000000
2079.36900000,0.18658528,0.17310257,1.00000000
2079.85100000,0.18633060,0.17309483,1.00000000
2080.33300000,0.18664773,0.17308870,1.00000000
2080.81600000,0.18652743,0.17308417,1.00000000
2081.29800000,0.18673131,0.17308127,1.00000000
2081.78000000,0.18679516,0.17307998,1.00000000
2082.26200000,0.18669482,0.17308030,1.00000000
2082.74400000,0.18700326,0.17308223,1.00000000
2083.22600000,0.18690756,0.17308577,1.00000000
2083.70800000,0.18690618,0.17309092,1.00000000
2084.19000000,0.18691058,0.17309767,1.00000000
2084.67300000,0.18689040,0.17310604,1.00000000
2085.15500000,0.18694328,0.17311600,1.00000000
2085.63700000,0.18696652,0.17312756,1.00000000
2086.11900000,0.18688414,0.17314071,1.00000000
2086.60100000,0.18703093,0.17315546,1.00000000
2087.08300000,0.18730620,0.17317180,1.00000000
2087.56500000,0.18689879,0.17318972,1.00000000
2088.04700000,0.18730272,0.17320923,1.00000000
2088.53000000,0.18722633,0.17323036,1.00000000
2089.01100000,0.18713799,0.17325297,1.00000000
2089.49400000,0.18728242,0.17327726,1.00000000
2089.97600000,0.18752422,0.17330306,1.00000000
2090.45800000,0.18713482,0.17333042,1.00000000
2090.94000000,0.18712347,0.17335935,1.00000000
2091.42200000,0.18734080,0.17338982,1.00000000
2091.90400000,0.18735052,0.17342184,1.00000000
2092.38600000,0.18733856,0.17345540,1.00000000
2092.86800000,0.18711405,0.17349050,1.00000000
2093.35100000,0.18747621,0.17352721,1.00000000
2093.83300000,0.18724135,0.17356536,1.00000000
2094.31500000,0.18716423,0.17360503,1.00000000
2094.79700000,0.18732188,0.17364622,1.00000000
2095.27900000,0.18739678,0.17368890,1.00000000
2095.76100000,0.18712279,0.17373309,1.00000000
2096.24300000,0.18718373,0.17377877,1.00000000
2096.72500000,0.18734691,0.17382592,1.00000000
2097.20800000,0.18732611,0.17387466,1.00000000
2097.69000000,0.18739369,0.17392477,1.00000000
2098.17200000,0.18747506,0.17397633,1.00000000
2098.65400000,0.18740469,0.17402935,1.00000000
2099.13600000,0.18735870,0.17408381,1.00000000
2099.61800000,0.18734873,0.17413970,1.00000000
2100.10000000,0.18735734,0.17419703,1.00000000
2100.58200000,0.18717342,0.17425576,1.00000000
2101.06400000,0.18721888,0.17431591,1.00000000
2101.54700000,0.18747923,0.17437759,1.00000000
2102.02900000,0.18746902,0.17444053,1.00000000
2102.51100000,0.18724607,0.17450485,1.00000000
2102.99300000,0.18725567,0.17457054,1.00000000
2103.47500000,0.18743228,0.17463759,1.00000000
2103.95700000,0.18734262,0.17470599,1.00000000
2104.43900000,0.18741812,0.17477573,1.00000000
2104.92100000,0.18730964,0.17484680,1.00000000
2105.40400000,0.18721533,0.17491934,1.00000000
2105.88600000,0.18744398,0.17499304,1.00000000
2106.36800000,0.18722543,0.17506804,1.00000000
2106.85000000,0.18707375,0.17514432,1.00000000
2107.33200000,0.18710326,0.17522188,1.00000000
2107.81400000,0.18719971,0.17530070,1.00000000
2108.29600000,0.18712296,0.17538077,1.00000000
2108.77800000,0.18705714,0.17546208,1.00000000
2109.26000000,0.18688483,0.17554462,1.00000000
2109.74300000,0.18692517,0.17562854,1.00000000
2110.22500000,0.18692344,0.17571350,1.00000000
2110.70700000,0.18693046,0.17579965,1.00000000
2111.18900000,0.18671585,0.17588698,1.00000000
2111.67100000,0.18693024,0.17597547,1.00000000
2112.15300000,0.18682453,0.17606512,1.00000000
2112.63500000,0.18689995,0.17615590,1.00000000
2113.11700000,0.18692352,0.17624781,1.00000000
2113.60000000,0.18703032,0.17634103,1.00000000
2114.08200000,0.18696685,0.17643515,1.00000000
2114.56400000,0.18688338,0.17653036,1.00000000
2115.04600000,0.18707050,0.17662665,1.00000000
2115.52800000,0.18666802,0.17672399,1.00000000
2116.01000000,0.18699997,0.17682237,1.00000000
2116.49200000,0.18657824,0.17692178,1.00000000
2116.97400000,0.18670309,0.17702221,1.00000000
2117.45700000,0.18676504,0.17712386,1.00000000
2117.93800000,0.18646573,0.17722606,1.00000000
2118.42100000,0.18647080,0.17732967,1.00000000
2118.90300000,0.18643808,0.17743402,1.00000000
2119.38500000,0.18647265,0.17753931,1.00000000
2119.86700000,0.18636323,0.17764553,1.00000000
2120.34900000,0.18647343,0.17775266,1.00000000
2120.83100000,0.18638070,0.17786069,1.00000000
2121.31300000,0.18604184,0.17796960,1.00000000
2121.79500000,0.18627853,0.17807938,1.00000000
2122.27800000,0.18619653,0.17819024,1.00000000
2122.76000000,0.18599308,0.17830171,1.00000000
2123.24200000,0.18578802,0.17841399,1.00000000
2123.72400000,0.18589037,0.17852708,1.00000000
2124.20600000,0.18590263,0.17864096,1.00000000
2124.68800000,0.18592808,0.17875561,1.00000000
2125.17000000,0.18578016,0.17887102,1.00000000
2125.65200000,0.18546434,0.17898716,1.00000000
2126.13500000,0.18596517,0.17910427,1.00000000
2126.61700000,0.18585846,0.17922185,1.00000000
2127.09900000,0.18567105,0.17934012,1.00000000
2127.58100000,0.18570950,0.17945907,1.00000000
2128.06300000,0.18552264,0.17957867,1.00000000
2128.54500000,0.18560517,0.17969891,1.00000000
2129.02700000,0.18561255,0.17981978,1.00000000
2129.50900000,0.18522404,0.17994125,1.00000000
2129.99100000,0.18540930,0.18006332,1.00000000
2130.47400000,0.18526134,0.18018621,1.00000000
2130.95600000,0.18530763,0.18030941,1.00000000
2131.43800000,0.18506039,0.18043315,1.00000000
2131.92000000,0.18525356,0.18055741,1.00000000
2132.40200000,0.18524631,0.18068218,1.00000000
2132.88400000,0.18499015,0.18080744,1.00000000
2133.36600000,0.18511801,0.18093317,1.00000000
2133.84800000,0.18500765,0.18105935,1.00000000
2134.33100000,0.18480420,0.18118623,1.00000000
2134.81300000,0.18468416,0.18131327,1.00000000
2135.29500000,0.18464810,0.18144071,1.00000000
2135.77700000,0.18469145,0.18156854,1.00000000
2136.25900000,0.18474655,0.18169674,1.00000000
2136.74100000,0.18469544,0.18182528,1.00000000
2137.22300000,0.18449690,0.18195416,1.00000000
2137.70500000,0.18445093,0.18208335,1.00000000
2138.18800000,0.18433941,0.18221311,1.00000000
2138.67000000,0.18432423,0.18234289,1.00000000
2139.15200000,0.18416379,0.18247292,1.00000000
2139.63400000,0.18407793,0.18260320,1.00000000
2140.11600000,0.18406336,0.18273370,1.00000000
2140.59800000,0.18411277,0.18286442,1.00000000
2141.08000000,0.18391568,0.18299532,1.00000000
2141.56200000,0.18384947,0.18312641,1.00000000
2142.04400000,0.18375667,0.18325764,1.00000000
2142.52700000,0.18375879,0.18338929,1.00000000
2143.00900000,0.18348803,0.18352079,1.00000000
2143.49100000,0.18363206,0.18365240,1.00000000
2143.97300000,0.18344470,0.18378409,1.00000000
2144.45500000,0.18325700,0.18391584,1.00000000
2144.93700000,0.18319162,0.18404765,1.00000000
2145.41900000,0.18296617,0.18417949,1.00000000
2145.90100000,0.18305803,0.18431135,1.00000000
2146.38400000,0.18291170,0.18444348,1.00000000
2146.86500000,0.18281762,0.18457504,1.00000000
2147.34800000,0.18278105,0.18470712,1.00000000
2147.83000000,0.18272668,0.18483886,1.00000000
2148.31200000,0.18276486,0.18497054,1.00000000
2148.79400000,0.18250360,0.18510212,1.00000000
2149.27600000,0.18233226,0.18523360,1.00000000
2149.75800000,0.18233956,0.18536496,1.00000000
2150.24000000,0.18248925,0.18549617,1.00000000
2150.72200000,0.18242726,0.18562723,1.00000000
2151.20500000,0.18207445,0.18575838,1.00000000
2151.68700000,0.18190449,0.18588906,1.00000000
2152.16900000,0.18192974,0.18601954,1.00000000
2152.65100000,0.18204465,0.18614979,1.00000000
2153.13300000,0.18182552,0.18627980,1.00000000
2153.61500000,0.18179371,0.18640954,1.00000000
2154.09700000,0.18166081,0.18653901,1.00000000
2154.57900000,0.18149749,0.18666818,1.00000000
2155.06200000,0.18138776,0.18679731,1.00000000
2155.54400000,0.18117140,0.18692584,1.00000000
2156.02600000,0.18129241,0.18705403,1.00000000
2156.50800000,0.18129656,0.18718185,1.00000000
2156.99000000,0.18114985,0.18730930,1.00000000
2157.47200000,0.18097138,0.18743635,1.00000000
2157.95400000,0.18096188,0.18756299,1.00000000
2158.43600000,0.18081987,0.18768921,1.00000000
2158.91800000,0.18093485,0.18781498,1.00000000
2159.40100000,0.18083974,0.18794055,1.00000000
2159.88300000,0.18043515,0.18806539,1.00000000
2160.36500000,0.18046290,0.18818973,1.00000000
2160.84700000,0.18027541,0.18831357,1.00000000
2161.32900000,0.18040664,0.18843688,1.00000000
2161.81100000,0.18030807,0.18855965,1.00000000
2162.29300000,0.18007045,0.18868187,1.00000000
2162.77500000,0.18012886,0.18880352,1.00000000
2163.25800000,0.17988260,0.18892484,1.00000000
2163.74000000,0.17980273,0.18904530,1.00000000
2164.22200000,0.17967640,0.18916515,1.00000000
2164.70400000,0.17967962,0.18928436,1.00000000
2165.18600000,0.17978450,0.18940293,1.00000000
2165.66800000,0.17943858,0.18952084,1.00000000
2166.15000000,0.17938361,0.18963807,1.00000000
2166.63200000,0.17917036,0.18975461,1.00000000
2167.11500000,0.17914356,0.18987069,1.00000000
2167.59700000,0.17901983,0.18998580,1.00000000
2168.07900000,0.17880784,0.19010018,1.00000000
2168.56100000,0.17865779,0.19021382,1.00000000
2169.04300000,0.17876611,0.19032669,1.00000000
2169.52500000,0.17859218,0.19043878,1.00000000
2170.00700000,0.17866370,0.19055009,1.00000000
2170.48900000,0.17868692,0.19066059,1.00000000
2170.97100000,0.17840895,0.19077028,1.00000000
2171.45400000,0.17836108,0.19087936,1.00000000
2171.93600000,0.17841671,0.19098737,1.00000000
2172.41800000,0.17851169,0.19109452,1.00000000
2172.90000000,0.17827377,0.19120080,1.00000000
2173.38200000,0.17798420,0.19130620,1.00000000
2173.86400000,0.17792361,0.19141070,1.00000000
2174.34600000,0.17809661,0.19151429,1.00000000
2174.82800000,0.17794790,0.19161697,1.00000000
2175.31100000,0.17783139,0.19171892,1.00000000
2175.79200000,0.17763013,0.19181950,1.00000000
2176.27500000,0.17742745,0.19191954,1.00000000
2176.75700000,0.17756907,0.19201841,1.00000000
2177.23900000,0.17750385,0.19211629,1.00000000
2177.72100000,0.17726426,0.19221318,1.00000000
2178.20300000,0.17736073,0.19230907,1.00000000
2178.68500000,0.17713670,0.19240394,1.00000000
2179.16700000,0.17712775,0.19249778,1.00000000
2179.64900000,0.17710493,0.19259059,1.00000000
2180.13200000,0.17704339,0.19268253,1.00000000
2180.61400000,0.17700357,0.19277323,1.00000000
2181.09600000,0.17697865,0.19286286,1.00000000
2181.57800000,0.17674148,0.19295140,1.00000000
2182.06000000,0.17665898,0.19303886,1.00000000
2182.54200000,0.17667365,0.19312521,1.00000000
2183.02400000,0.17653836,0.19321046,1.00000000
2183.50600000,0.17662717,0.19329458,1.00000000
2183.98900000,0.17664161,0.19337775,1.00000000
2184.47100000,0.17647552,0.19345960,1.00000000
2184.95300000,0.17638494,0.19354031,1.00000000
2185.43500000,0.17632670,0.19361985,1.00000000
2185.91700000,0.17619380,0.19369824,1.00000000
2186.39900000,0.17616173,0.19377544,1.00000000
2186.88100000,0.17608309,0.19385147,1.00000000
2187.36300000,0.17596663,0.19392630,1.00000000
2187.84500000,0.17609032,0.19399993,1.00000000
2188.32800000,0.17589613,0.19407251,1.00000000
2188.81000000,0.17587869,0.19414371,1.00000000
2189.29200000,0.17564260,0.19421370,1.00000000
2189.77400000,0.17555216,0.19428245,1.00000000
2190.25600000,0.17550048,0.19434997,1.00000000
2190.73800000,0.17542995,0.19441624,1.00000000
2191.22000000,0.17557428,0.19448126,1.00000000
2191.70200000,0.17529627,0.19454502,1.00000000
2192.18500000,0.17516936,0.19460764,1.00000000
2192.66700000,0.17528137,0.19466886,1.00000000
2193.14900000,0.17513315,0.19472881,1.00000000
2193.63100000,0.17492442,0.19478746,1.00000000
2194.11300000,0.17501174,0.19484483,1.00000000
2194.59500000,0.17483751,0.19490091,1.00000000
2195.07700000,0.17497528,0.19495568,1.00000000
2195.55900000,0.17484114,0.19500915,1.00000000
2196.04200000,0.17487280,0.19506142,1.00000000
2196.52400000,0.17485758,0.19511226,1.00000000
2197.00600000,0.17477527,0.19516178,1.00000000
2197.48800000,0.17503589,0.19520997,1.00000000
2197.97000000,0.17482165,0.19525683,1.00000000
2198.45200000,0.17485865,0.19530237,1.00000000
2198.93400000,0.17446853,0.19534656,1.00000000
2199.41600000,0.17438286,0.19538941,1.00000000
2199.89800000,0.17449500,0.19543092,1.00000000
2200.38100000,0.17431768,0.19547116,1.00000000
2200.86300000,0.17445306,0.19550997,1.00000000
2201.34500000,0.17451694,0.19554742,1.00000000
2201.82700000,0.17442414,0.19558352,1.00000000
2202.30900000,0.17423913,0.19561826,1.00000000
2202.79100000,0.17437720,0.19565163,1.00000000
2203.27300000,0.17429064,0.19568364,1.00000000
2203.75500000,0.17431647,0.19571429,1.00000000
2204.23800000,0.17435120,0.19574362,1.00000000
2204.71900000,0.17404764,0.19577147,1.00000000
2205.20200000,0.17406380,0.19579806,1.00000000
2205.68400000,0.17384180,0.19582322,1.00000000
2206.16600000,0.17406589,0.19584701,1.00000000
2206.64800000,0.17387454,0.19586942,1.00000000
2207.13000000,0.17412378,0.19589046,1.00000000
2207.61200000,0.17395410,0.19591012,1.00000000
2208.09400000,0.17393382,0.19592841,1.00000000
2208.57600000,0.17372413,0.19594532,1.00000000
2209.05900000,0.17375025,0.19596089,1.00000000
2209.54100000,0.17369861,0.19597505,1.00000000
2210.02300000,0.17373943,0.19598783,1.00000000
2210.50500000,0.17371601,0.19599924,1.00000000
2210.98700000,0.17362764,0.19600928,1.00000000
2211.46900000,0.17360093,0.19601794,1.00000000
2211.95100000,0.17376714,0.19602523,1.00000000
2212.43300000,0.17366558,0.19603115,1.00000000
2212.91600000,0.17348933,0.19603571,1.00000000
2213.39800000,0.17370806,0.19603890,1.00000000
2213.88000000,0.17369005,0.19604072,1.00000000
2214.36200000,0.17371013,0.19604118,1.00000000
2214.84400000,0.17347536,0.19604028,1.00000000
2215.32600000,0.17362079,0.19603802,1.00000000
2215.80800000,0.17370682,0.19603440,1.00000000
2216.29000000,0.17381330,0.19602944,1.00000000
2216.77200000,0.17358941,0.19602312,1.00000000
2217.25500000,0.17339002,0.19601545,1.00000000
2217.73700000,0.17359741,0.19600644,1.00000000
2218.21900000,0.17357134,0.19599610,1.00000000
2218.70100000,0.17358449,0.19598442,1.00000000
2219.18300000,0.17372048,0.19597141,1.00000000
2219.66500000,0.17364939,0.19595708,1.00000000
2220.14700000,0.17370275,0.19594142,1.00000000
2220.62900000,0.17362398,0.19592445,1.00000000
2221.11200000,0.17361223,0.19590612,1.00000000
2221.59400000,0.17387981,0.19588652,1.00000000
2222.07600000,0.17377184,0.19586562,1.00000000
2222.55800000,0.17371534,0.19584343,1.00000000
2223.04000000,0.17360876,0.19581994,1.00000000
2223.52200000,0.17384895,0.19579516,1.00000000
2224.00400000,0.17372482,0.19576910,1.00000000
2224.48600000,0.17374141,0.19574177,1.00000000
2224.96900000,0.17392950,0.19571311,1.00000000
2225.45100000,0.17397336,0.19568324,1.00000000
2225.93300000,0.17392741,0.19565211,1.00000000
2226.41500000,0.17379431,0.19561974,1.00000000
2226.89700000,0.17394682,0.19558612,1.00000000
2227.37900000,0.17400467,0.19555127,1.00000000
2227.86100000,0.17388287,0.19551519,1.00000000
2228.34300000,0.17389989,0.19547789,1.00000000
2228.82500000,0.17385524,0.19543937,1.00000000
2229.30800000,0.17398669,0.19539956,1.00000000
2229.79000000,0.17402036,0.19535864,1.00000000
2230.27200000,0.17401968,0.19531652,1.00000000
2230.75400000,0.17411387,0.19527322,1.00000000
2231.23600000,0.17411697,0.19522874,1.00000000
2231.71800000,0.17409076,0.19518310,1.00000000
2232.20000000,0.17411410,0.19513630,1.00000000
2232.68200000,0.17412990,0.19508835,1.00000000
2233.16500000,0.17413537,0.19503915,1.00000000
2233.64600000,0.17416805,0.19498903,1.00000000
2234.12900000,0.17417529,0.19493758,1.00000000
2234.61100000,0.17432022,0.19488512,1.00000000
2235.09300000,0.17427222,0.19483155,1.00000000
2235.57500000,0.17425744,0.19477689,1.00000000
2236.05700000,0.17425656,0.19472114,1.00000000
2236.53900000,0.17437241,0.19466432,1.00000000
2237.02100000,0.17446728,0.19460643,1.00000000
2237.50300000,0.17434034,0.19454749,1.00000000
2237.98600000,0.17436047,0.19448738,1.00000000
2238.46800000,0.17441421,0.19442635,1.00000000
2238.95000000,0.17457156,0.19436430,1.00000000
2239.43200000,0.17454364,0.19430124,1.00000000
2239.91400000,0.17436255,0.19423717,1.00000000
2240.39600000,0.17464393,0.19417211,1.00000000
2240.87800000,0.17481868,0.19410607,1.00000000
2241.36000000,0.17473905,0.19403906,1.00000000
2241.84300000,0.17491887,0.19397095,1.00000000
2242.32500000,0.17481032,0.19390202,1.00000000
2242.80700000,0.17493672,0.19383217,1.00000000
2243.28900000,0.17489830,0.19376138,1.00000000
2243.77100000,0.17511547,0.19368969,1.00000000
2244.25300000,0.17505648,0.19361709,1.00000000
2244.73500000,0.17501873,0.19354360,1.00000000
2245.21700000,0.17506728,0.19346924,1.00000000
2245.69900000,0.17518890,0.19339401,1.00000000
2246.18200000,0.17504748,0.19331777,1.00000000
2246.66400000,0.17520684,0.19324084,1.00000000
2247.14600000,0.17533915,0.19316308,1.00000000
2247.62800000,0.17509578,0.19308451,1.00000000
2248.11000000,0.17516982,0.19300514,1.00000000
2248.59200000,0.17535758,0.19292497,1.00000000
2249.07400000,0.17556899,0.19284403,1.00000000
2249.55600000,0.17542159,0.19276232,1.00000000
2250.03900000,0.17555671,0.19267968,1.00000000
2250.52100000,0.17553122,0.19259648,1.00000000
2251.00300000,0.17574928,0.19251255,1.00000000
2251.48500000,0.17566734,0.19242791,1.00000000
2251.96700000,0.17576544,0.19234256,1.00000000
2252.44900000,0.17574823,0.19225654,1.00000000
2252.93100000,0.17590089,0.19216983,1.00000000
2253.41300000,0.17585268,0.19208247,1.00000000
2253.89600000,0.17594006,0.19199428,1.00000000
2254.37800000,0.17611508,0.19190564,1.00000000
2254.86000000,0.17630121,0.19181639,1.00000000
2255.34200000,0.17645359,0.19172652,1.00000000
2255.82400000,0.17626521,0.19163607,1.00000000
2256.30600000,0.17624584,0.19154504,1.00000000
2256.78800000,0.17645902,0.19145345,1.00000000
2257.27000000,0.17653875,0.19136131,1.00000000
2257.75200000,0.17666050,0.19126864,1.00000000
2258.23500000,0.17665201,0.19117525,1.00000000
2258.71700000,0.17685046,0.19108155,1.00000000
2259.19900000,0.17668001,0.19098735,1.00000000
2259.68100000,0.17681091,0.19089268,1.00000000
2260.16300000,0.17682007,0.19079755,1.00000000
2260.64500000,0.17665523,0.19070197,1.00000000
2261.12700000,0.17688247,0.19060595,1.00000000
2261.60900000,0.17725471,0.19050952,1.00000000
2262.09200000,0.17693814,0.19041248,1.00000000
2262.57300000,0.17707890,0.19031545,1.00000000
2263.05600000,0.17703398,0.19021764,1.00000000
2263.53800000,0.17708422,0.19011967,1.00000000
2264.02000000,0.17715095,0.19002136,1.00000000
2264.50200000,0.17736383,0.18992271,1.00000000
2264.98400000,0.17750132,0.18982375,1.00000000
2265.46600000,0.17765906,0.18972449,1.00000000
2265.94800000,0.17736834,0.18962494,1.00000000
2266.43000000,0.17785480,0.18952511,1.00000000
2266.91300000,0.17787666,0.18942482,1.00000000
2267.39500000,0.17794640,0.18932450,1.00000000
2267.87700000,0.17774668,0.18922395,1.00000000
2268.35900000,0.17796855,0.18912319,1.00000000
2268.84100000,0.17819723,0.18902222,1.00000000
