nu_cm1,R_obs,R_model_best,weight
2051.40600000,0.27750850,0.30776691,1.00000000
2051.88900000,0.27723724,0.30785877,1.00000000
2052.37100000,0.27692178,0.30795005,1.00000000
2052.85300000,0.27664171,0.30804092,1.00000000
2053.33500000,0.27643241,0.30813139,1.00000000
2053.81700000,0.27647054,0.30822146,1.00000000
2054.29900000,0.27590685,0.30831111,1.00000000
2054.78100000,0.27565141,0.30840034,1.00000000
2055.26300000,0.27545874,0.30848914,1.00000000
2055.74600000,0.27517898,0.30857770,1.00000000
2056.22800000,0.27489062,0.30866565,1.00000000
2056.71000000,0.27463229,0.30875316,1.00000000
2057.19200000,0.27418938,0.30884023,1.00000000
2057.67400000,0.27398705,0.30892685,1.00000000
2058.15600000,0.27362127,0.30901303,1.00000000
2058.63800000,0.27337562,0.30909874,1.00000000
2059.12000000,0.27313047,0.30918401,1.00000000
2059.60300000,0.27287651,0.30926898,1.00000000
2060.08400000,0.27263592,0.30935313,1.00000000
2060.56700000,0.27213648,0.30943716,1.00000000
2061.04900000,0.27210824,0.30952055,1.00000000
2061.53100000,0.27177107,0.30960345,1.00000000
2062.01300000,0.27159472,0.30968586,1.00000000
2062.49500000,0.27129022,0.30976779,1.00000000
2062.97700000,0.27086972,0.30984923,1.00000000
2063.45900000,0.27066685,0.30993017,1.00000000
2063.94100000,0.27028550,0.31001060,1.00000000
2064.42400000,0.27002055,0.31009070,1.00000000
2064.90600000,0.26967497,0.31017012,1.00000000
2065.38800000,0.26936158,0.31024903,1.00000000
2065.87000000,0.26908139,0.31032743,1.00000000
2066.35200000,0.26874417,0.31040530,1.00000000
2066.83400000,0.26835010,0.31048264,1.00000000
2067.31600000,0.26796351,0.31055946,1.00000000
2067.79800000,0.26779528,0.31063574,1.00000000
2068.28100000,0.26769033,0.31071164,1.00000000
2068.76300000,0.26739639,0.31078685,1.00000000
2069.24500000,0.26717555,0.31086151,1.00000000
2069.72700000,0.26687360,0.31093562,1.00000000
2070.20900000,0.26699968,0.31100918,1.00000000
2070.69100000,0.26636386,0.31108218,1.00000000
2071.17300000,0.26640414,0.31115463,1.00000000
2071.65500000,0.26605001,0.31122651,1.00000000
2072.13700000,0.26569436,0.31129782,1.00000000
2072.62000000,0.26542689,0.31136871,1.00000000
2073.10200000,0.26535768,0.31143888,1.00000000
2073.58400000,0.26500819,0.31150847,1.00000000
2074.06600000,0.26474694,0.31157747,1.00000000
2074.54800000,0.26451047,0.31164590,1.00000000
2075.03000000,0.26408926,0.31171373,1.00000000
2075.51200000,0.26409711,0.31178098,1.00000000
2075.99400000,0.26373225,0.31184763,1.00000000
2076.47700000,0.26347279,0.31191381,1.00000000
2076.95900000,0.26296293,0.31197926,1.00000000
2077.44100000,0.26288172,0.31204410,1.00000000
2077.92300000,0.26272060,0.31210833,1.00000000
2078.40500000,0.26254334,0.31217196,1.00000000
2078.88700000,0.26236457,0.31223496,1.00000000
2079.36900000,0.26208552,0.31229735,1.00000000
2079.85100000,0.26179809,0.31235912,1.00000000
2080.33300000,0.26151961,0.31242026,1.00000000
2080.81600000,0.26151192,0.31248090,1.00000000
2081.29800000,0.26111153,0.31254078,1.00000000
2081.78000000,0.26079447,0.31260003,1.00000000
2082.26200000,0.26056074,0.31265865,1.00000000
2082.74400000,0.26057005,0.31271662,1.00000000
2083.22600000,0.26021415,0.31277395,1.00000000
2083.70800000,0.26011306,0.31283063,1.00000000
2084.19000000,0.25987996,0.31288667,1.00000000
2084.67300000,0.25949878,0.31294217,1.00000000
2085.15500000,0.25914669,0.31299690,1.00000000
2085.63700000,0.25899440,0.31305097,1.00000000
2086.11900000,0.25867261,0.31310439,1.00000000
2086.60100000,0.25855956,0.31315714,1.00000000
2087.08300000,0.25831540,0.31320923,1.00000000
2087.56500000,0.25804065,0.31326065,1.00000000
2088.04700000,0.25785562,0.31331139,1.00000000
2088.53000000,0.25773680,0.31336157,1.00000000
2089.01100000,0.25741311,0.31341087,1.00000000
2089.49400000,0.25735372,0.31345970,1.00000000
2089.97600000,0.25696427,0.31350774,1.00000000
2090.45800000,0.25658957,0.31355510,1.00000000
2090.94000000,0.25685123,0.31360177,1.00000000
2091.42200000,0.25651593,0.31364776,1.00000000
2091.90400000,0.25629990,0.31369306,1.00000000
2092.38600000,0.25620561,0.31373766,1.00000000
2092.86800000,0.25599344,0.31378157,1.00000000
2093.35100000,0.25578179,0.31382488,1.00000000
2093.83300000,0.25548415,0.31386739,1.00000000
2094.31500000,0.25536965,0.31390920,1.00000000
2094.79700000,0.25506748,0.31395032,1.00000000
2095.27900000,0.25495721,0.31399072,1.00000000
2095.76100000,0.25463882,0.31403042,1.00000000
2096.24300000,0.25469191,0.31406941,1.00000000
2096.72500000,0.25429007,0.31410769,1.00000000
2097.20800000,0.25424647,0.31414533,1.00000000
2097.69000000,0.25407977,0.31418218,1.00000000
2098.17200000,0.25373574,0.31421832,1.00000000
2098.65400000,0.25350249,0.31425373,1.00000000
2099.13600000,0.25349817,0.31428843,1.00000000
2099.61800000,0.25344902,0.31432240,1.00000000
2100.10000000,0.25284395,0.31435565,1.00000000
2100.58200000,0.25268655,0.31438818,1.00000000
2101.06400000,0.25267541,0.31441997,1.00000000
2101.54700000,0.25258557,0.31445111,1.00000000
2102.02900000,0.25226029,0.31448144,1.00000000
2102.51100000,0.25206304,0.31451105,1.00000000
2102.99300000,0.25185074,0.31453992,1.00000000
2103.47500000,0.25168720,0.31456806,1.00000000
2103.95700000,0.25172798,0.31459546,1.00000000
2104.43900000,0.25150897,0.31462213,1.00000000
2104.92100000,0.25127071,0.31464806,1.00000000
2105.40400000,0.25112404,0.31467329,1.00000000
2105.88600000,0.25095672,0.31469774,1.00000000
2106.36800000,0.25072034,0.31472144,1.00000000
2106.85000000,0.25051071,0.31474440,1.00000000
2107.33200000,0.25040180,0.31476661,1.00000000
2107.81400000,0.25042776,0.31478808,1.00000000
2108.29600000,0.25014216,0.31480880,1.00000000
2108.77800000,0.24996920,0.31482878,1.00000000
2109.26000000,0.24976048,0.31484800,1.00000000
2109.74300000,0.24980247,0.31486651,1.00000000
2110.22500000,0.24944625,0.31488424,1.00000000
2110.70700000,0.24934897,0.31490121,1.00000000
2111.18900000,0.24933050,0.31491743,1.00000000
2111.67100000,0.24923514,0.31493289,1.00000000
2112.15300000,0.24933173,0.31494760,1.00000000
2112.63500000,0.24899485,0.31496156,1.00000000
2113.11700000,0.24864432,0.31497476,1.00000000
2113.60000000,0.24860006,0.31498723,1.00000000
2114.08200000,0.24865340,0.31499892,1.00000000
2114.56400000,0.24827234,0.31500985,1.00000000
2115.04600000,0.24830338,0.31502003,1.00000000
2115.52800000,0.24857509,0.31502944,1.00000000
2116.01000000,0.24827751,0.31503810,1.00000000
2116.49200000,0.24809241,0.31504600,1.00000000
2116.97400000,0.24786903,0.31505314,1.00000000
2117.45700000,0.24790814,0.31505953,1.00000000
2117.93800000,0.24744946,0.31506514,1.00000000
2118.42100000,0.24764413,0.31507000,1.00000000
2118.90300000,0.24747185,0.31507410,1.00000000
2119.38500000,0.24738360,0.31507744,1.00000000
2119.86700000,0.24724098,0.31508002,1.00000000
2120.34900000,0.24722470,0.31508183,1.00000000
2120.83100000,0.24722963,0.31508289,1.00000000
2121.31300000,0.24710820,0.31508318,1.00000000
2121.79500000,0.24700162,0.31508272,1.00000000
2122.27800000,0.24682140,0.31508148,1.00000000
2122.76000000,0.24679454,0.31507950,1.00000000
2123.24200000,0.24675104,0.31507675,1.00000000
2123.72400000,0.24678689,0.31507324,1.00000000
2124.20600000,0.24669662,0.31506897,1.00000000
2124.68800000,0.24640835,0.31506394,1.00000000
2125.17000000,0.24644125,0.31505815,1.00000000
2125.65200000,0.24641461,0.31505160,1.00000000
2126.13500000,0.24624611,0.31504428,1.00000000
2126.61700000,0.24620740,0.31503621,1.00000000
2127.09900000,0.24623329,0.31502739,1.00000000
2127.58100000,0.24629161,0.31501781,1.00000000
2128.06300000,0.24607116,0.31500747,1.00000000
2128.54500000,0.24604959,0.31499637,1.00000000
2129.02700000,0.24593826,0.31498452,1.00000000
2129.50900000,0.24585713,0.31497192,1.00000000
2129.99100000,0.24587107,0.31495856,1.00000000
2130.47400000,0.24572143,0.31494442,1.00000000
2130.95600000,0.24570494,0.31492955,1.00000000
2131.43800000,0.24584427,0.31491393,1.00000000
2131.92000000,0.24558102,0.31489756,1.00000000
2132.40200000,0.24559341,0.31488044,1.00000000
2132.88400000,0.24554435,0.31486257,1.00000000
2133.36600000,0.24545856,0.31484395,1.00000000
2133.84800000,0.24533078,0.31482459,1.00000000
2134.33100000,0.24540310,0.31480443,1.00000000
2134.81300000,0.24535434,0.31478358,1.00000000
2135.29500000,0.24557433,0.31476197,1.00000000
2135.77700000,0.24535279,0.31473963,1.00000000
2136.25900000,0.24525919,0.31471654,1.00000000
2136.74100000,0.24521604,0.31469271,1.00000000
2137.22300000,0.24538354,0.31466815,1.00000000
2137.70500000,0.24523227,0.31464284,1.00000000
2138.18800000,0.24538124,0.31461675,1.00000000
2138.67000000,0.24554485,0.31458997,1.00000000
2139.15200000,0.24525980,0.31456246,1.00000000
2139.63400000,0.24531095,0.31453421,1.00000000
2140.11600000,0.24538020,0.31450524,1.00000000
2140.59800000,0.24533605,0.31447553,1.00000000
2141.08000000,0.24530898,0.31444510,1.00000000
2141.56200000,0.24511784,0.31441394,1.00000000
2142.04400000,0.24515206,0.31438206,1.00000000
2142.52700000,0.24532281,0.31434939,1.00000000
2143.00900000,0.24519292,0.31431606,1.00000000
2143.49100000,0.24543777,0.31428201,1.00000000
2143.97300000,0.24536161,0.31424725,1.00000000
2144.45500000,0.24537129,0.31421177,1.00000000
2144.93700000,0.24514375,0.31417557,1.00000000
2145.41900000,0.24538917,0.31413867,1.00000000
2145.90100000,0.24533700,0.31410105,1.00000000
2146.38400000,0.24535939,0.31406265,1.00000000
2146.86500000,0.24547056,0.31402370,1.00000000
2147.34800000,0.24544661,0.31398388,1.00000000
2147.83000000,0.24553055,0.31394344,1.00000000
2148.31200000,0.24539854,0.31390230,1.00000000
2148.79400000,0.24531690,0.31386047,1.00000000
2149.27600000,0.24536135,0.31381794,1.00000000
2149.75800000,0.24554693,0.31377471,1.00000000
2150.24000000,0.24559519,0.31373080,1.00000000
2150.72200000,0.24560226,0.31368620,1.00000000
2151.20500000,0.24559329,0.31364081,1.00000000
2151.68700000,0.24557384,0.31359484,1.00000000
2152.16900000,0.24553149,0.31354818,1.00000000
2152.65100000,0.24583988,0.31350085,1.00000000
2153.13300000,0.24569980,0.31345283,1.00000000
2153.61500000,0.24571748,0.31340415,1.00000000
2154.09700000,0.24581458,0.31335479,1.00000000
2154.57900000,0.24589068,0.31330476,1.00000000
2155.06200000,0.24594971,0.31325397,1.00000000
2155.54400000,0.24623891,0.31320261,1.00000000
2156.02600000,0.24597897,0.31315059,1.00000000
2156.50800000,0.24609792,0.31309791,1.00000000
2156.99000000,0.24619106,0.31304458,1.00000000
2157.47200000,0.24640671,0.31299059,1.00000000
2157.95400000,0.24639666,0.31293596,1.00000000
2158.43600000,0.24627422,0.31288068,1.00000000
2158.91800000,0.24632125,0.31282475,1.00000000
2159.40100000,0.24655423,0.31276806,1.00000000
2159.88300000,0.24656278,0.31271085,1.00000000
2160.36500000,0.24669903,0.31265301,1.00000000
2160.84700000,0.24661274,0.31259454,1.00000000
2161.32900000,0.24668226,0.31253543,1.00000000
2161.81100000,0.24688552,0.31247570,1.00000000
2162.29300000,0.24686689,0.31241535,1.00000000
2162.77500000,0.24694731,0.31235437,1.00000000
2163.25800000,0.24699662,0.31229265,1.00000000
2163.74000000,0.24720728,0.31223045,1.00000000
2164.22200000,0.24735486,0.31216763,1.00000000
2164.70400000,0.24719671,0.31210421,1.00000000
2165.18600000,0.24743341,0.31204018,1.00000000
2165.66800000,0.24741743,0.31197555,1.00000000
2166.15000000,0.24771561,0.31191033,1.00000000
2166.63200000,0.24782651,0.31184451,1.00000000
2167.11500000,0.24794333,0.31177796,1.00000000
2167.59700000,0.24812853,0.31171096,1.00000000
2168.07900000,0.24811520,0.31164338,1.00000000
2168.56100000,0.24820867,0.31157522,1.00000000
2169.04300000,0.24834061,0.31150648,1.00000000
2169.52500000,0.24842758,0.31143717,1.00000000
2170.00700000,0.24859951,0.31136730,1.00000000
2170.48900000,0.24883249,0.31129685,1.00000000
2170.97100000,0.24893061,0.31122585,1.00000000
2171.45400000,0.24903195,0.31115413,1.00000000
2171.93600000,0.24902499,0.31108201,1.00000000
2172.41800000,0.24894047,0.31100934,1.00000000
2172.90000000,0.24920952,0.31093612,1.00000000
2173.38200000,0.24943862,0.31086236,1.00000000
2173.86400000,0.24924523,0.31078806,1.00000000
2174.34600000,0.24941716,0.31071323,1.00000000
2174.82800000,0.24950378,0.31063786,1.00000000
2175.31100000,0.24974308,0.31056181,1.00000000
2175.79200000,0.25007800,0.31048555,1.00000000
2176.27500000,0.25021042,0.31040845,1.00000000
2176.75700000,0.25022693,0.31033100,1.00000000
2177.23900000,0.25055018,0.31025303,1.00000000
2177.72100000,0.25072496,0.31017455,1.00000000
2178.20300000,0.25069945,0.31009558,1.00000000
2178.68500000,0.25080847,0.31001610,1.00000000
2179.16700000,0.25098805,0.30993613,1.00000000
2179.64900000,0.25113809,0.30985566,1.00000000
2180.13200000,0.25119170,0.30977454,1.00000000
2180.61400000,0.25123481,0.30969311,1.00000000
2181.09600000,0.25156890,0.30961119,1.00000000
2181.57800000,0.25162355,0.30952880,1.00000000
2182.06000000,0.25185560,0.30944595,1.00000000
2182.54200000,0.25182909,0.30936262,1.00000000
2183.02400000,0.25195555,0.30927884,1.00000000
2183.50600000,0.25218519,0.30919459,1.00000000
2183.98900000,0.25229976,0.30910972,1.00000000
2184.47100000,0.25261839,0.30902457,1.00000000
2184.95300000,0.25251333,0.30893898,1.00000000
2185.43500000,0.25269434,0.30885296,1.00000000
2185.91700000,0.25303755,0.30876649,1.00000000
2186.39900000,0.25308970,0.30867960,1.00000000
2186.88100000,0.25333221,0.30859227,1.00000000
2187.36300000,0.25344335,0.30850453,1.00000000
2187.84500000,0.25351651,0.30841637,1.00000000
2188.32800000,0.25381020,0.30832761,1.00000000
2188.81000000,0.25387525,0.30823863,1.00000000
2189.29200000,0.25400702,0.30814925,1.00000000
2189.77400000,0.25405977,0.30805947,1.00000000
2190.25600000,0.25412229,0.30796929,1.00000000
2190.73800000,0.25444940,0.30787872,1.00000000
2191.22000000,0.25461070,0.30778777,1.00000000
2191.70200000,0.25489380,0.30769644,1.00000000
2192.18500000,0.25500100,0.30760454,1.00000000
2192.66700000,0.25517633,0.30751246,1.00000000
2193.14900000,0.25531613,0.30742002,1.00000000
2193.63100000,0.25546405,0.30732721,1.00000000
2194.11300000,0.25560089,0.30723405,1.00000000
2194.59500000,0.25588421,0.30714054,1.00000000
2195.07700000,0.25595130,0.30704668,1.00000000
2195.55900000,0.25630049,0.30695248,1.00000000
2196.04200000,0.25656806,0.30685774,1.00000000
2196.52400000,0.25665390,0.30676287,1.00000000
2197.00600000,0.25672025,0.30666768,1.00000000
2197.48800000,0.25691864,0.30657216,1.00000000
2197.97000000,0.25716902,0.30647632,1.00000000
2198.45200000,0.25739547,0.30638017,1.00000000
2198.93400000,0.25743231,0.30628371,1.00000000
2199.41600000,0.25777126,0.30618696,1.00000000
2199.89800000,0.25781354,0.30608990,1.00000000
2200.38100000,0.25807347,0.30599235,1.00000000
2200.86300000,0.25840202,0.30589471,1.00000000
2201.34500000,0.25842802,0.30579680,1.00000000
2201.82700000,0.25848755,0.30569860,1.00000000
2202.30900000,0.25876455,0.30560014,1.00000000
2202.79100000,0.25929030,0.30550140,1.00000000
2203.27300000,0.25933633,0.30540241,1.00000000
2203.75500000,0.25966933,0.30530315,1.00000000
2204.23800000,0.25968059,0.30520344,1.00000000
2204.71900000,0.25999774,0.30510390,1.00000000
2205.20200000,0.26021373,0.30500370,1.00000000
2205.68400000,0.26046392,0.30490347,1.00000000
2206.16600000,0.26051974,0.30480302,1.00000000
2206.64800000,0.26079940,0.30470233,1.00000000
2207.13000000,0.26097736,0.30460143,1.00000000
2207.61200000,0.26103900,0.30450031,1.00000000
2208.09400000,0.26131619,0.30439898,1.00000000
2208.57600000,0.26125497,0.30429744,1.00000000
2209.05900000,0.26160232,0.30419549,1.00000000
2209.54100000,0.26175552,0.30409356,1.00000000
2210.02300000,0.26166579,0.30399145,1.00000000
2210.50500000,0.26218947,0.30388914,1.00000000
2210.98700000,0.26228322,0.30378666,1.00000000
2211.46900000,0.26274736,0.30368401,1.00000000
2211.95100000,0.26287069,0.30358119,1.00000000
2212.43300000,0.26304842,0.30347820,1.00000000
2212.91600000,0.26350900,0.30337485,1.00000000
2213.39800000,0.26357938,0.30327155,1.00000000
2213.88000000,0.26385957,0.30316811,1.00000000
2214.36200000,0.26394922,0.30306453,1.00000000
2214.84400000,0.26431948,0.30296081,1.00000000
2215.32600000,0.26428682,0.30285696,1.00000000
2215.80800000,0.26475060,0.30275299,1.00000000
2216.29000000,0.26478998,0.30264889,1.00000000
2216.77200000,0.26483851,0.30254469,1.00000000
2217.25500000,0.26525029,0.30244015,1.00000000
2217.73700000,0.26547300,0.30233573,1.00000000
2218.21900000,0.26564706,0.30223121,1.00000000
2218.70100000,0.26585934,0.30212660,1.00000000
2219.18300000,0.26606399,0.30202190,1.00000000
2219.66500000,0.26606033,0.30191712,1.00000000
2220.14700000,0.26647312,0.30181226,1.00000000
2220.62900000,0.26644486,0.30170733,1.00000000
2221.11200000,0.26688354,0.30160211,1.00000000
2221.59400000,0.26725390,0.30149706,1.00000000
2222.07600000,0.26717449,0.30139195,1.00000000
2222.55800000,0.26761582,0.30128679,1.00000000
2223.04000000,0.26780693,0.30118158,1.00000000
2223.52200000,0.26782766,0.30107634,1.00000000
2224.00400000,0.26812574,0.30097106,1.00000000
2224.48600000,0.26834641,0.30086575,1.00000000
2224.96900000,0.26836559,0.30076021,1.00000000
2225.45100000,0.26877900,0.30065486,1.00000000
2225.93300000,0.26896332,0.30054951,1.00000000
2226.41500000,0.26917187,0.30044415,1.00000000
2226.89700000,0.26924463,0.30033878,1.00000000
2227.37900000,0.26948766,0.30023342,1.00000000
2227.86100000,0.26981237,0.30012808,1.00000000
2228.34300000,0.26993700,0.30002274,1.00000000
2228.82500000,0.27011490,0.29991743,1.00000000
2229.30800000,0.27055242,0.29981193,1.00000000
2229.79000000,0.27078936,0.29970667,1.00000000
2230.27200000,0.27099937,0.29960146,1.00000000
2230.75400000,0.27122275,0.29949629,1.00000000
2231.23600000,0.27133550,0.29939116,1.00000000
2231.71800000,0.27161692,0.29928609,1.00000000
2232.20000000,0.27185116,0.29918108,1.00000000
2232.68200000,0.27196927,0.29907613,1.00000000
2233.16500000,0.27219514,0.29897104,1.00000000
2233.64600000,0.27241588,0.29886645,1.00000000
2234.12900000,0.27257963,0.29876151,1.00000000
2234.61100000,0.27274802,0.29865688,1.00000000
2235.09300000,0.27304391,0.29855233,1.00000000
2235.57500000,0.27334403,0.29844788,1.00000000
2236.05700000,0.27350883,0.29834354,1.00000000
2236.53900000,0.27372436,0.29823930,1.00000000
2237.02100000,0.27396190,0.29813518,1.00000000
2237.50300000,0.27403407,0.29803117,1.00000000
2237.98600000,0.27439934,0.29792707,1.00000000
2238.46800000,0.27468258,0.29782332,1.00000000
2238.95000000,0.27491574,0.29771970,1.00000000
2239.43200000,0.27520247,0.29761622,1.00000000
2239.91400000,0.27537895,0.29751289,1.00000000
2240.39600000,0.27559123,0.29740970,1.00000000
2240.87800000,0.27585901,0.29730668,1.00000000
2241.36000000,0.27610044,0.29720381,1.00000000
2241.84300000,0.27615919,0.29710090,1.00000000
2242.32500000,0.27657468,0.29699837,1.00000000
2242.80700000,0.27668815,0.29689602,1.00000000
2243.28900000,0.27690817,0.29679385,1.00000000
2243.77100000,0.27714961,0.29669187,1.00000000
2244.25300000,0.27740977,0.29659008,1.00000000
2244.73500000,0.27746825,0.29648849,1.00000000
2245.21700000,0.27754397,0.29638710,1.00000000
2245.69900000,0.27804049,0.29628592,1.00000000
2246.18200000,0.27815799,0.29618475,1.00000000
2246.66400000,0.27836976,0.29608400,1.00000000
2247.14600000,0.27862808,0.29598348,1.00000000
2247.62800000,0.27877482,0.29588319,1.00000000
2248.11000000,0.27915386,0.29578313,1.00000000
2248.59200000,0.27911836,0.29568331,1.00000000
2249.07400000,0.27940172,0.29558374,1.00000000
2249.55600000,0.27956703,0.29548441,1.00000000
2250.03900000,0.27988344,0.29538514,1.00000000
2250.52100000,0.27992787,0.29528633,1.00000000
2251.00300000,0.28020899,0.29518779,1.00000000
2251.48500000,0.28054700,0.29508951,1.00000000
2251.96700000,0.28058826,0.29499151,1.00000000
2252.44900000,0.28065595,0.29489380,1.00000000
2252.93100000,0.28102285,0.29479636,1.00000000
2253.41300000,0.28139927,0.29469922,1.00000000
2253.89600000,0.28161553,0.29460218,1.00000000
2254.37800000,0.28154112,0.29450563,1.00000000
2254.86000000,0.28194872,0.29440939,1.00000000
2255.34200000,0.28212983,0.29431346,1.00000000
2255.82400000,0.28232543,0.29421785,1.00000000
2256.30600000,0.28266659,0.29412255,1.00000000
2256.78800000,0.28250857,0.29402758,1.00000000
2257.27000000,0.28290333,0.29393294,1.00000000
2257.75200000,0.28295275,0.29383864,1.00000000
2258.23500000,0.28324447,0.29374448,1.00000000
2258.71700000,0.28372373,0.29365086,1.00000000
2259.19900000,0.28376501,0.29355759,1.00000000
2259.68100000,0.28403019,0.29346467,1.00000000
2260.16300000,0.28425258,0.29337212,1.00000000
2260.64500000,0.28435347,0.29327992,1.00000000
2261.12700000,0.28437673,0.29318810,1.00000000
2261.60900000,0.28456580,0.29309665,1.00000000
2262.09200000,0.28499760,0.29300539,1.00000000
2262.57300000,0.28517348,0.29291488,1.00000000
2263.05600000,0.28550746,0.29282439,1.00000000
2263.53800000,0.28574658,0.29273448,1.00000000
2264.02000000,0.28591571,0.29264497,1.00000000
2264.50200000,0.28609719,0.29255585,1.00000000
2264.98400000,0.28628203,0.29246715,1.00000000
2265.46600000,0.28654422,0.29237885,1.00000000
2265.94800000,0.28664035,0.29229097,1.00000000
2266.43000000,0.28695718,0.29220350,1.00000000
2266.91300000,0.28727110,0.29211628,1.00000000
2267.39500000,0.28720320,0.29202967,1.00000000
2267.87700000,0.28747384,0.29194350,1.00000000
2268.35900000,0.28764597,0.29185776,1.00000000
2268.84100000,0.28800616,0.29177246,1.00000000
